type,time_interval,num_observations,mean_delta_t,rms,stacked_array,peak_L
Ia,0-100 days,760,52.14266230150037,1.6871887074555689e+25,"[[ 1.98268807e+25  1.32465910e+25 -1.81227819e+23  8.26382051e+24
   1.05520293e+25 -1.28579152e+25 -6.81337999e+24  9.13044131e+24
   4.43094398e+25  2.71355271e+25  1.36026759e+25  1.19689428e+25
  -4.01963136e+24]
 [ 8.83724999e+24  1.71083066e+25  9.91536418e+24 -9.35898820e+24
   9.03119329e+24 -2.01800514e+23  1.27444801e+25  2.27928073e+25
   5.29905872e+25  3.77683993e+25  2.34577289e+25  9.24314979e+24
  -1.52455767e+25]
 [ 2.20945433e+25  2.05365966e+25  1.94149839e+24  1.42733935e+24
   2.99653338e+25  1.57754961e+25  1.60230030e+25  3.81052513e+25
   4.88930117e+25  2.04389415e+25  2.20582807e+25  7.57468112e+24
  -7.27539232e+24]
 [ 2.99945378e+25  4.32172424e+24 -9.36375480e+24  2.05064466e+25
   4.01236453e+25  1.60552668e+25  4.81730210e+24  2.67616159e+25
   4.07862469e+25  2.93918749e+25  3.16331410e+25  3.96709294e+25
   8.07539369e+24]
 [ 2.94619566e+25  8.32269330e+24  7.41474206e+24  1.37887898e+25
   2.34131569e+25  1.18164887e+25 -6.84128798e+24  1.03268136e+25
   2.13617531e+25  2.77205259e+25  2.91266678e+25  5.95479424e+25
   2.09600895e+25]
 [ 2.55833959e+24  7.04482005e+24  2.00077302e+25  1.79002030e+25
   1.07074189e+25  2.00752670e+25  1.52495729e+25  2.63773683e+25
   2.74568636e+25  1.50191821e+25  2.33658791e+25  4.81860290e+25
   1.77556920e+25]
 [-2.57504027e+24  2.00237253e+25  4.68254475e+25  3.13354601e+25
  -3.14951461e+24  1.72565647e+25  3.02038874e+25  2.21381035e+25
   1.05099203e+25  9.59532026e+24  2.01271704e+25  1.72990040e+25
  -4.90601261e+24]
 [ 5.99647556e+24  3.20975870e+25  5.27587783e+25  3.93409038e+25
   2.23192418e+25  3.43605336e+25  2.79963476e+25  1.65948833e+25
   9.99135956e+24  1.49580976e+25  2.33835410e+25  9.27719195e+24
  -1.84074173e+25]
 [ 3.96986403e+24  2.42271424e+25  3.92229363e+25  1.04870326e+25
   6.44880167e+24  2.79504056e+25  1.13936812e+25  1.07597328e+25
   4.84633833e+25  4.35162221e+25  2.50668256e+25  3.15484212e+25
   6.67003383e+24]
 [ 1.38396187e+24  2.76753033e+25  4.13073077e+25 -8.93323331e+24
  -6.54508850e+24  2.47680152e+25  1.19358834e+25  5.36086245e+23
   4.90428993e+25  5.06032156e+25  2.88518158e+25  4.16592768e+25
   1.14965607e+25]
 [ 1.87483444e+25  5.72375857e+24 -2.02543598e+23 -9.07907965e+24
   2.14777271e+25  2.24592532e+25 -5.39706132e+24 -1.89702324e+25
   1.28506008e+25  2.83055600e+25  1.19835418e+25  3.78531571e+25
   2.11176417e+25]
 [ 1.87260408e+25 -2.36088862e+25 -2.17049951e+25  4.16404034e+24
   3.11598915e+25  1.09412341e+25 -1.51652367e+25 -2.96488845e+25
  -7.09869460e+23  1.88772235e+25  8.18182216e+24  1.17131900e+25
  -1.42543399e+24]
 [ 4.29343361e+24 -2.33655803e+25 -3.05603997e+25 -2.15949157e+25
  -3.67113258e+24 -6.85700572e+24 -3.62816999e+24 -6.57954837e+24
  -5.92907215e+24  1.40224229e+25  2.32373397e+25  6.94422947e+23
   8.15935585e+24]]",3.4360533568102544e+25
Ia,100-300 days,1525,200.0691765294353,9.309406986176779e+24,"[[ 1.20567305e+25  8.30547460e+24  2.14072815e+24  1.15785631e+25
   1.95543730e+25  7.41640891e+24 -3.89381584e+24  6.45300156e+24
   3.02599242e+24  9.04539943e+24  8.28856526e+24  1.13962057e+25
   1.18654732e+25]
 [ 1.01353796e+25  1.00221017e+25  2.49312814e+24  1.16202089e+25
   1.40601066e+25  3.37634930e+24 -2.39545739e+24  1.16075345e+25
   1.03766371e+25  1.17218035e+25  9.22166446e+24  1.02785583e+25
   4.00738286e+24]
 [ 5.51854095e+24  1.51467980e+25  1.69327627e+24  4.38062853e+24
   9.09208506e+24  9.37373920e+23 -2.32727981e+24  7.22171449e+24
   7.58134665e+24  1.39011865e+25  1.25903004e+25  1.93262391e+25
   6.16201399e+24]
 [ 1.92079413e+25  1.42108066e+25  1.11503584e+24 -2.82907682e+24
  -8.84249206e+23  4.55428918e+24  4.99539879e+24  9.13262224e+24
   9.93404978e+24  1.42471825e+25  1.04605919e+25  2.16141837e+25
   5.28901888e+24]
 [ 1.15703873e+25  1.94647379e+25  5.66556357e+24  7.36995508e+24
   1.18011873e+25  1.00339697e+25  1.11633160e+25  1.58323482e+25
   1.80926038e+25  1.66923182e+25  4.44856583e+24  1.01959062e+25
  -2.72669022e+24]
 [ 5.95826261e+24  2.19395826e+25  1.76920047e+25  3.90504186e+24
   5.78275313e+24  1.01242221e+25  5.51345350e+24  8.62058229e+24
   5.45408815e+24  1.30675495e+25  9.44822231e+24  2.03116654e+24
   8.93765347e+23]
 [-4.33622736e+24  1.03203986e+25  8.65311884e+24 -5.59075729e+24
  -1.41799265e+25 -5.51176881e+24  1.17041400e+25  1.17127077e+25
  -1.68011807e+25 -5.99015257e+24  1.85872771e+25  2.20106848e+25
   1.99502989e+24]
 [-2.55181916e+25 -2.35654775e+25 -9.42097979e+23  6.25919324e+24
  -3.76612731e+24 -5.56311525e+24 -2.60680246e+23  7.17578029e+24
  -1.10294992e+25 -3.74616993e+24  1.67482934e+25  1.86022576e+25
  -1.25233957e+24]
 [-8.00399547e+24 -1.67550399e+25  5.24830228e+24  1.35735683e+25
  -5.57873024e+24 -5.68260388e+24 -3.25024554e+24  3.63586304e+24
  -8.04067911e+24 -9.22653653e+23  1.39858291e+25  8.32290311e+24
   1.42663619e+24]
 [ 3.07319673e+24 -3.25515639e+24  2.79059701e+24  2.30027381e+24
  -1.67521524e+24  1.78839763e+24 -2.11744320e+24  6.33866577e+23
  -4.63171030e+24  5.58621012e+24  6.70837742e+24 -5.88927725e+24
  -1.30336860e+25]
 [-3.82903055e+24 -1.27856777e+25 -3.92233639e+24  1.29320739e+25
   1.37347497e+25  1.45857490e+25 -2.43791215e+23  2.58545425e+24
   1.62217490e+25  5.87088085e+24 -1.49362258e+25 -1.47008614e+25
  -9.12639544e+24]
 [-1.77869544e+24 -4.50451226e+24 -1.97549551e+24  9.87909608e+24
   1.13858100e+25  4.82092681e+24 -8.69295478e+24 -4.43102650e+24
   6.71003533e+24 -1.84985472e+24 -1.41508649e+25 -3.66447357e+24
   7.66537729e+24]
 [ 4.06355309e+24  3.35381956e+23  3.53580639e+24  9.24247766e+24
  -2.27058798e+24 -1.32676457e+25 -1.55442429e+25 -1.19158176e+25
  -8.91547205e+24 -8.73528207e+24  8.61882513e+23  4.73675371e+24
   6.79180730e+24]]",1.171270772268599e+25
Ia,300-500 days,1296,396.7972328710867,4.93213675248977e+24,"[[ 1.14914886e+24  9.35937700e+24  5.89067715e+24  7.93916401e+24
   6.35691882e+24  3.71510728e+24  3.59189365e+24 -2.49570955e+24
  -7.12496279e+23 -3.53383140e+24 -6.13952766e+24 -7.44370313e+24
  -5.53885173e+24]
 [-6.13224517e+24  7.68378376e+24  8.01893502e+24  8.94294475e+24
   4.34543528e+24 -1.54417285e+24 -1.51389255e+24 -4.32925930e+24
  -3.31775972e+24 -5.78876277e+24 -1.16881285e+24 -1.05870580e+24
  -5.61139307e+23]
 [-1.00863650e+25 -3.91789185e+24  9.61867727e+23 -3.37905437e+23
  -3.23026911e+23 -2.08395382e+24 -2.73237136e+24  3.05799212e+24
  -1.54169959e+24 -6.16497537e+24  2.85803300e+24  6.95620175e+24
   6.87642678e+24]
 [-3.77790656e+24  1.56172231e+23 -1.40741060e+24 -2.43076517e+24
   6.17509768e+24 -1.79513960e+24 -2.39745236e+24  4.49916346e+24
  -4.53234152e+24 -5.67388914e+24  8.86830777e+24  1.57735399e+25
   8.06218868e+24]
 [ 4.58102801e+24 -1.26187399e+24 -4.70587305e+24 -3.66379054e+24
   1.67146303e+24  6.95977612e+23  7.88699323e+24  1.15928478e+25
   1.01361116e+24  9.92073257e+23  6.89660409e+24  1.10663260e+25
   6.17391397e+24]
 [ 3.32459565e+24  2.26682390e+24  8.81162025e+24  2.05609860e+24
   1.18733515e+24  1.65317940e+24  7.87349302e+24  9.07620010e+24
   4.25997941e+24  1.76319074e+24  2.07863793e+24  4.38639594e+24
  -2.71546321e+22]
 [ 5.73524656e+24  4.46481104e+24  7.87126449e+24  3.81032081e+24
   2.75479843e+24 -5.48595913e+23  7.21149177e+23  4.08778168e+24
  -9.59257056e+23 -4.54351567e+24  3.98436436e+23 -7.42294659e+23
  -5.77004024e+24]
 [ 8.56911622e+24  3.22045494e+24  6.04289229e+24  4.93046463e+24
   5.11257617e+24 -2.08520354e+24 -2.01504195e+24 -1.78494376e+24
  -6.51172687e+24 -9.51429874e+24 -1.33506999e+24  2.16418487e+24
  -6.17663777e+24]
 [ 7.00777594e+24  3.14622710e+24  1.01104557e+24 -1.56922710e+24
  -6.38658635e+23  2.51083458e+24  1.83054046e+24  2.14324983e+23
   2.46472381e+23 -9.89425494e+24 -8.49301953e+23  4.14080818e+24
  -2.42998057e+24]
 [ 6.80851413e+24  5.95373421e+24  3.29231272e+24 -6.83923252e+24
  -8.07736454e+24 -6.49409585e+24 -1.08693187e+25 -1.26787001e+24
   5.73303340e+24 -3.05387974e+24  2.52735621e+24  2.80164475e+24
   1.81974103e+23]
 [ 6.06228608e+23  7.25337567e+24  2.55140122e+24 -6.12016775e+24
  -4.35772784e+24 -8.80162087e+24 -8.53824706e+24  3.55775425e+24
   6.98851301e+24 -6.18755111e+23  4.52235558e+24 -2.94100931e+24
  -2.44540829e+24]
 [-9.65034161e+23  3.98585477e+24 -1.63565399e+24 -2.83171533e+24
  -2.84058141e+24 -1.31114296e+24 -9.16259204e+23  2.62695367e+24
   6.62793781e+24  2.60771386e+22 -3.57001905e+24 -1.22014828e+25
  -5.18899963e+24]
 [ 8.63966434e+24  5.60472763e+24 -1.94076559e+24 -5.21275195e+24
  -2.35828725e+24  4.91734998e+24 -4.86245377e+23 -6.91668372e+23
   5.47450596e+24 -2.65328801e+24 -2.72219117e+24 -3.54612692e+23
   7.85151861e+24]]",9.076200104279496e+24
Ia,500-800 days,1943,652.2930181923513,8.818790694644572e+24,"[[-7.48545604e+24 -4.22713044e+23  3.11318204e+23  4.25475663e+24
   1.58301957e+25  3.53502270e+24  2.16449177e+24  2.46021771e+25
   2.48257460e+25  4.42367192e+24 -1.06459063e+25 -7.63498312e+24
  -2.38800808e+24]
 [ 1.42946617e+25  2.59612747e+25  1.47028052e+25  1.28941192e+25
   1.65930164e+25  9.64033802e+24  1.23705815e+25  1.81010395e+25
   1.21623383e+25 -1.92206793e+23 -8.30264849e+24 -1.62133464e+25
  -1.32123860e+25]
 [ 2.25072303e+25  3.22123751e+25  1.40895059e+25  6.93453604e+24
   6.69010304e+24 -2.79881975e+23  9.01903337e+24  7.51979023e+24
   3.77683555e+24  9.49728718e+24 -1.18520355e+24 -1.23659539e+25
  -8.04272677e+24]
 [ 2.03172636e+25  2.50989445e+25  5.21166486e+24 -1.19410173e+24
   7.03957075e+24  8.73435799e+22  3.33815319e+24  6.51701304e+24
   6.53268225e+24 -3.28080069e+24 -1.16577503e+25 -9.51662448e+24
  -6.26008518e+24]
 [ 9.35937870e+24  1.03689518e+25  3.27524996e+24  1.81909576e+24
   3.27878079e+24  4.22607872e+24  7.53840186e+24  8.53648108e+24
   7.13636829e+24 -3.22051585e+24 -5.78413194e+24 -5.89822070e+22
   3.24307242e+23]
 [ 1.35390286e+24  8.57838097e+24  1.32109234e+25  5.12657962e+24
  -4.90506688e+24  4.27296838e+24  1.45247669e+25 -2.09365636e+24
   7.68141994e+24  1.15903747e+25  5.34434423e+24  6.86748437e+24
   9.78377735e+24]
 [-1.29891696e+24  4.57729213e+24  6.62975649e+24 -4.21678461e+24
  -1.27606635e+25 -1.87818714e+24  7.36961004e+24 -1.02230320e+25
  -3.14683687e+24  4.32727036e+24 -2.73994111e+24 -8.49245947e+24
  -3.17984023e+24]
 [ 1.00808500e+25  1.33929295e+25  1.09518732e+25  2.81341015e+24
  -3.91413025e+24 -1.12190801e+24  8.29676361e+24 -5.43680665e+24
  -8.25554820e+24 -4.76067887e+24 -3.61125579e+24 -1.70403878e+24
  -3.72620292e+24]
 [-4.67210529e+23  1.60320706e+24  1.33544467e+25  2.93637609e+24
  -8.99775149e+24 -6.93592834e+24  6.21061972e+24  2.30622383e+24
  -3.65806145e+23 -3.75724450e+24 -6.43859070e+24  4.59070805e+24
   1.84639496e+24]
 [-1.10803335e+24  3.60970833e+24  3.16909003e+24 -8.25078592e+24
  -1.99442316e+25 -1.83880892e+25 -5.14884535e+24  1.74272130e+24
   4.04266221e+24 -2.45470084e+24 -7.54919834e+24 -9.39698647e+24
  -7.97053929e+24]
 [ 4.09857893e+24  1.60192169e+25  9.04654073e+24 -5.37553241e+23
  -3.25817841e+24 -6.76035562e+24 -1.46478362e+24  1.10785699e+24
   5.74242532e+24  1.69780903e+24 -7.96885098e+24 -3.14149854e+24
   1.88212616e+24]
 [-2.68552248e+24  4.31823634e+24  7.55325550e+24  1.30583590e+25
   1.20155668e+25  4.17143811e+24  4.89525282e+24  8.65524174e+24
   5.46791176e+24  3.34437615e+24 -8.14610746e+24 -1.02031693e+25
   3.68997877e+24]
 [-3.95611036e+23  2.07610553e+24 -1.69631806e+24  1.77970976e+25
   2.07704456e+25  9.94055724e+24  1.40479280e+25  1.38226770e+25
   1.01334778e+24  3.44845892e+24  4.86650097e+24 -1.31781086e+25
  -1.01188837e+25]]",1.4524766948792625e+25
Ia,800-1500 days,2873,1116.835736482433,3.813311563326614e+24,"[[-5.90008011e+24  2.29179655e+24  6.35175262e+24  1.67814938e+24
   5.93787384e+24  4.13021882e+24 -1.45070601e+24 -5.43460248e+24
  -3.63960507e+24 -6.41392172e+24 -4.12771489e+24  3.60673337e+24
   8.59512058e+24]
 [-4.10286275e+24 -6.11048712e+24 -3.35415490e+24 -7.80461621e+23
   4.77890771e+24  3.00081688e+24  3.00838616e+23 -5.60766078e+21
   5.87412457e+24  3.55924614e+24  4.91337914e+24  7.97091966e+24
   6.91262849e+24]
 [-2.19168942e+24 -3.93856536e+24 -1.51694477e+24 -1.21149350e+24
   2.55133505e+24  4.76522044e+24  5.88854402e+24  7.99341742e+24
   1.38367388e+25  1.00311140e+25  3.85280276e+24  5.94965276e+24
   8.70996548e+24]
 [-6.87066981e+23  7.03235123e+24  9.15782159e+24  2.65603771e+24
   5.17349213e+24  6.09644361e+24  8.00768181e+24  7.00359860e+24
   5.62026689e+24  7.59778399e+23 -3.20868929e+24  1.46710215e+24
   4.19399444e+24]
 [ 4.66569240e+24  6.43560830e+24  9.38990611e+23 -1.96693850e+24
   3.10979200e+24  9.19570059e+24  1.33803681e+25  4.73014537e+24
  -1.88546558e+24  8.98527245e+23  1.89942075e+24  1.37013353e+24
   1.48482749e+24]
 [ 9.45774517e+24  1.65644593e+23 -2.32773802e+23  2.87988392e+24
   9.30876855e+24  1.81800324e+25  1.65073339e+25  2.79715224e+24
   1.16473033e+23  4.57124094e+24  2.69903830e+24  6.36077685e+24
   1.41258422e+24]
 [ 5.49950042e+24 -3.49464959e+24 -9.04475836e+23 -9.26185112e+23
   5.54767356e+24  1.13235886e+25  9.55182750e+24  3.84798847e+24
   5.76877296e+24  1.79506750e+24  8.33401462e+23  3.35043930e+24
   3.44795823e+24]
 [ 1.27765381e+24 -2.54030499e+24 -1.31994951e+24 -1.32765608e+24
   2.80260701e+24  4.76879532e+24  2.49978497e+24  4.39005882e+23
   1.35691077e+24  5.16217510e+23  2.06890886e+24  5.01610256e+24
   6.54106715e+24]
 [ 2.58698961e+23 -1.95494423e+24  2.64453656e+24  5.02025691e+24
   8.72320804e+24  5.84987703e+24  5.27230158e+24 -2.46316881e+24
  -1.33460677e+24  2.30537733e+24  5.18011526e+24  3.24357313e+24
   3.17130124e+24]
 [ 3.06005583e+23 -3.07415137e+24  1.29799024e+24  5.63497704e+24
   6.97706197e+24  6.00351344e+24  8.94008748e+24 -3.75922388e+24
  -2.98552698e+23  1.55236548e+24  2.60235706e+24 -4.57038743e+24
   2.04352339e+24]
 [-1.40021925e+24  1.36445191e+24  3.82429057e+24  3.77969500e+23
   1.01527255e+24  9.31444643e+23  7.34965903e+24 -1.56311857e+24
   5.83857678e+24  6.56897447e+24  2.57713115e+24 -3.17866312e+24
   2.21474684e+24]
 [-3.80615308e+24  4.89675169e+24  8.64698791e+24  4.68844849e+23
   4.13077669e+24  1.34520776e+23  3.35531628e+24  1.64240305e+24
   8.74582855e+24  8.84817678e+24  5.70954333e+24  3.46280795e+24
   5.51692149e+23]
 [ 3.57390681e+23  4.13621193e+24  2.36309152e+24  7.59978216e+23
   5.14000766e+24  5.23180364e+23  8.42955350e+24  6.44167024e+24
   4.27365543e+24  1.82658506e+24  2.83178979e+24  3.21064399e+24
  -1.20555330e+24]]",1.8180032378893514e+25
Ia,1500-3000 days,1082,1738.3635958203724,4.242696583870215e+25,"[[-2.13216650e+25  5.78582578e+24  6.31828109e+24 -3.02047958e+25
  -1.31068759e+25  1.08920996e+26  1.69400730e+26  9.68035975e+25
   4.82398915e+25  8.52484263e+25  7.51273214e+25  6.34929576e+25
   1.09986771e+25]
 [-7.37843394e+24 -2.35369964e+25 -4.71084306e+25 -9.02298118e+24
   6.10613479e+25  1.13194827e+26  1.22653298e+26  6.80293161e+25
   3.43154664e+25  1.78108461e+25  3.62885833e+25  3.73121295e+25
  -2.79113066e+25]
 [ 9.19522821e+25  4.37228886e+25  1.01836209e+25  1.58885141e+25
   3.81741360e+25  9.17440492e+25  1.01723661e+26  3.35602225e+25
   6.04769721e+25  4.11443534e+25  1.55761030e+25  3.86356853e+25
   6.00226136e+25]
 [ 3.84819264e+25  9.25681472e+24  5.10451687e+25  5.77648857e+25
   7.74078390e+25  1.43906291e+26  1.52144485e+26  1.05175296e+26
   1.12338066e+26  7.62898988e+25  3.41042415e+25  7.21779417e+25
   1.26208317e+26]
 [-1.11926991e+25 -2.48006116e+25 -4.28622838e+24  6.70489992e+25
   1.00906300e+26  1.28626099e+26  1.07040557e+26  1.14141602e+26
   1.08672886e+26  3.85862076e+25  7.96023312e+25  1.16536984e+26
   8.72578241e+25]
 [ 1.33734092e+25 -2.14428915e+25 -5.23445905e+25  2.11110582e+25
   7.64942178e+25  6.56418492e+25  3.51091742e+25  6.49375676e+25
   1.11086718e+26  9.54279584e+25  7.31438308e+25  7.66405191e+25
   2.88927646e+25]
 [ 6.40721532e+25  2.39288274e+25 -1.38282909e+25  1.01514694e+25
   5.30643357e+25  5.26226772e+25 -7.94744831e+24  4.36380812e+25
   9.43460595e+25  6.81567860e+25  2.61825450e+25 -2.59418354e+24
  -2.82065260e+25]
 [ 7.47115401e+25  5.32227970e+25  1.49930379e+25 -2.67178450e+25
   3.96584340e+25  7.98913406e+25 -3.88740377e+24 -2.29349842e+24
   3.97146310e+25  2.20094261e+25  3.08282864e+25  2.27142552e+25
  -1.71114759e+25]
 [ 2.06491107e+25  2.64194586e+25  3.68892620e+25  6.37889977e+24
   7.79662333e+25  1.49040616e+26  1.13917445e+26  4.57950734e+25
  -1.12769239e+25  1.28690338e+25  4.44804968e+25  6.28918052e+25
   3.94376500e+25]
 [ 4.85934608e+25  3.42096310e+25  2.32533729e+25  1.78781855e+25
   8.74721900e+25  1.16871179e+26  1.10179931e+26  1.07011201e+26
   3.68547270e+25  1.50489693e+25  5.68646647e+25  3.96599026e+25
  -1.73305571e+25]
 [ 8.01560614e+25  5.78512589e+25  8.50381663e+24 -9.11558659e+24
   3.65217542e+25  7.97278634e+25  6.44150772e+25  7.22880258e+25
   7.82954214e+25  7.14144784e+25  8.03303718e+25  4.07000292e+25
  -3.94681221e+25]
 [ 3.36608694e+25  1.99266180e+25  3.56619736e+25  3.95105395e+25
  -3.02409309e+24  6.03292770e+25  9.71260903e+25  4.12577866e+25
  -3.55322857e+24  3.92895399e+25  7.62488827e+25  4.26800563e+25
  -8.42758714e+24]
 [ 5.97462764e+25  4.94063357e+25  1.19276504e+26  1.66239311e+26
   1.04991163e+26  1.07568858e+26  9.45189963e+25  6.88778060e+25
  -4.22688217e+24 -3.21382703e+25  1.89603958e+25  1.90483084e+25
  -2.21221852e+25]]",7.989134060972369e+25
Ia-CSM,0-500 days,788,247.54777942173385,8.735771294745677e+24,"[[-1.10590941e+25 -3.00427564e+24  9.53749846e+23  3.49707731e+24
  -1.62791883e+24 -6.22503736e+24 -3.40140029e+24 -1.09534409e+25
  -4.71741737e+24  8.27492226e+24  1.77139375e+24 -3.58646870e+24
  -1.22478169e+25]
 [-1.19830249e+25  1.89215889e+24  9.40347960e+24  3.58303151e+24
  -1.64666890e+24 -7.61304244e+24 -5.51492442e+24  1.38571722e+24
   1.28442970e+25  3.50306377e+24  3.17243621e+24  3.70983410e+24
  -4.66005634e+24]
 [-2.94891969e+24  9.58454490e+24  6.62245290e+24  2.75546803e+24
   3.95309900e+23 -1.18189301e+24 -5.82474899e+24  2.34115224e+23
   8.59201545e+24 -6.72852664e+24 -3.97581488e+24  2.88752826e+24
   2.79305598e+24]
 [ 3.44899957e+24  6.10160899e+24  6.44209669e+24  9.32039957e+24
   1.59243519e+24 -7.68611248e+23  3.72982385e+24 -6.84040379e+23
  -7.56398045e+24 -3.60167421e+24  5.70422519e+24  4.32334193e+24
   3.61953532e+24]
 [ 4.11781453e+24  8.45438545e+24  8.35389452e+24  9.06813121e+24
   1.00318121e+24  1.00908305e+25  2.42103702e+25  1.47954964e+25
   1.83211506e+24 -2.94812946e+24  1.07468372e+25  6.86801784e+24
   5.68984560e+24]
 [ 4.78413396e+23  1.68263573e+24  1.34916619e+24  5.92849863e+24
   2.22801674e+24  1.36808136e+25  3.97836820e+25  3.40753483e+25
   7.45971550e+24 -3.25309293e+24  6.60502538e+24  6.84775365e+24
   7.29574475e+24]
 [-8.57992106e+24 -4.15301526e+23 -2.30519715e+24  9.19988064e+23
   5.04606105e+24  1.22021219e+25  3.71318749e+25  3.29771989e+25
   9.14891424e+23 -8.00746840e+24  5.54196470e+24  1.28800825e+25
   1.26605900e+25]
 [-4.51806175e+24  1.64658352e+24 -2.61670143e+24  2.25684485e+24
   1.65057571e+25  1.99212661e+25  2.16636491e+25  2.08501914e+25
   5.79018227e+24 -1.23095148e+23  7.23382480e+24  9.31482051e+24
   3.18708418e+24]
 [ 9.62214268e+24  5.04957219e+24 -8.88411410e+24 -4.26773078e+24
   1.59210188e+25  1.52557743e+25  1.30836914e+25  2.22885303e+25
   1.35111780e+25  2.62333906e+24  1.05254377e+24 -7.29918014e+22
   6.95856729e+24]
 [ 1.38717907e+25  2.08267650e+24 -1.12686876e+25 -4.02308328e+24
   1.12522511e+25  1.32704605e+25  1.77008991e+25  2.69848773e+25
   1.74746523e+25  1.32535684e+25  7.47412499e+24  1.41024113e+24
   1.48149351e+25]
 [ 1.66415777e+25  1.22563397e+25 -3.02634924e+24 -3.90682521e+23
   4.66244842e+24  7.80579847e+24  1.70868493e+25  2.44258177e+25
   1.94830910e+25  1.81833013e+25  7.76158592e+24  6.13088056e+23
   1.66811307e+24]
 [ 8.14197106e+24  3.11139449e+24 -6.50015160e+24 -2.31064342e+23
   5.22870569e+24  5.59568169e+24  1.39074340e+25  1.94580843e+25
   2.63961270e+25  2.65380994e+25  8.36534201e+24  8.37038584e+24
   4.71055520e+24]
 [-1.46226848e+25 -1.37747493e+25 -9.23985136e+24 -6.22925958e+24
   8.08903275e+24  3.89528595e+23  1.47916519e+24  1.30548406e+25
   1.77056302e+25  2.17017901e+25  1.31744773e+25  1.36769726e+25
   1.11626711e+25]]",3.97836820052146e+25
Ia-CSM,500-3000 days,1327,1111.0494653464136,6.070288629837153e+24,"[[ 1.03136294e+25  1.20237698e+25  3.05788998e+24 -2.44842271e+24
   2.16960502e+24 -7.50454685e+23  5.83305342e+24  3.95625141e+24
   6.08941481e+24  1.45271921e+24  2.95362263e+24  1.30960216e+23
  -5.19960351e+22]
 [ 3.80552755e+24 -4.35320254e+24 -3.55463049e+24  2.14458536e+24
   1.20109887e+25  4.71932293e+24  1.46911083e+25  1.68736972e+25
   8.21989249e+24  3.46832987e+24  6.10144994e+24  5.05933728e+24
  -1.76983608e+24]
 [-1.08327076e+24 -7.79028242e+24  3.48498848e+23  9.78343416e+24
   9.96376090e+24  9.80345433e+24  1.78060878e+25  1.93907734e+25
   1.38546271e+25  9.06023758e+24  5.90144426e+24  8.20271427e+24
   7.54455044e+24]
 [ 1.25338942e+25  3.71813500e+24  8.12254318e+24  5.33603276e+24
   7.56010619e+23  7.46987525e+24  1.05323273e+25  1.54635910e+25
   1.82280492e+25  1.38782183e+25  1.22692589e+25  1.15047437e+25
   1.57164416e+25]
 [ 1.71847237e+25  8.48467682e+24  2.29783826e+24  4.61167540e+24
   5.07321547e+24  4.52336779e+24  7.57781086e+24  7.53071092e+24
   9.67105110e+24  9.94411121e+24  1.36842665e+25  1.52906998e+25
   1.75288518e+25]
 [ 8.40473668e+24  2.78853851e+24 -1.76143606e+24  5.51741968e+24
   6.82889971e+24  7.17157406e+24  1.17357148e+25  4.21310064e+24
   3.35474963e+23  5.79673168e+24  7.51267664e+24  1.49969298e+25
   1.69815203e+25]
 [ 8.93700173e+24  4.87182915e+24  7.47868267e+24  7.23685878e+24
   7.10407457e+24  6.44122382e+24  8.29368267e+24  5.43445010e+24
   7.26662869e+23  8.15912618e+24  8.50146737e+24  1.48939398e+25
   1.24280405e+25]
 [-6.03813732e+23 -2.01697831e+24 -5.22609751e+24 -1.79701979e+24
   7.15646635e+24  6.57872126e+24  4.97277025e+24  5.70355744e+24
   6.70182021e+24  1.28098232e+25  1.47988494e+25  1.40050750e+25
   1.19685464e+25]
 [-8.35276455e+22  3.17858925e+23 -4.11902069e+24  3.59198694e+23
   1.33559171e+25  1.46017967e+25  9.42878210e+24  5.08770475e+24
   6.99384607e+24  1.46794895e+25  1.95467578e+25  1.90583522e+25
   1.53516788e+25]
 [ 7.55095221e+24  1.43624955e+25  1.56423841e+25  1.71446246e+25
   1.60192082e+25  1.26349682e+25  1.21820104e+25  3.21722601e+24
   8.73577612e+24  1.55462094e+25  1.79552660e+25  2.18182588e+25
   1.25756171e+25]
 [ 1.08370696e+25  1.88510273e+25  1.81569973e+25  1.72092195e+25
   1.56510576e+25  7.17096520e+24  8.32859951e+24  1.64967387e+24
   2.94458556e+24  8.92069306e+24  1.16310352e+25  1.65821748e+25
   9.44723270e+24]
 [ 1.49085312e+25  1.74577670e+25  1.77847935e+25  1.66896527e+25
   1.74651799e+25  6.61481774e+24  1.12954928e+25  1.50157804e+25
   3.25481565e+24 -2.30063146e+24  6.26667618e+24  1.68804508e+25
   1.46844889e+25]
 [ 1.54144498e+25  1.05631021e+25  1.70663239e+25  1.73267338e+25
   1.09080748e+25  1.08911320e+25  1.26987600e+25  6.84347660e+24
   6.05583591e+24  3.70947281e+24  1.46066876e+25  2.37625843e+25
   1.60858661e+25]]",1.1735714844355934e+25
