Name,Epoch,Rest_DeltaT,New Peak 3x3 mJy,New RMS mJy
ZTF18aawmeiw,3,129.15444015444373,1.2807217426598072,0.14989146766252862
ZTF18aawpwlf,1,-363.7926991321742,0.45200827298685897,0.11247730116105861
ZTF18aawpwlf,2,578.1286641133507,0.17591811774764207,0.11486470034452849
ZTF18aawpwlf,3,1505.3935746112793,0.2322662039659917,0.13221770906011046
ZTF18aawseij,1,-1442.2991428839346,3.7277827505022287,0.12655589806285622
ZTF18aawseij,2,-607.7884524817493,3.779930528253317,0.1300598954386496
ZTF18aawseij,3,361.4118865970864,3.3166301436722274,0.1302396175528063
ZTF18aaxhcam,1,-2300.205850130214,0.4196485388092697,0.1129854188086907
ZTF18aaxhcam,2,-1288.0188864002466,0.5889213061891497,0.15956724526751165
ZTF18aaxhcam,3,-383.4495021473164,0.6061063031665981,0.11237010847562652
ZTF18aazijke,1,-247.31375000000585,0.44613194768317044,0.13217157173477512
ZTF18aazijke,2,721.1977003816735,0.8305067312903702,0.14388657664115923
ZTF18aazijke,3,1587.6099141221316,0.7195246871560813,0.13388752641909044
ZTF18abfdupq,1,225.3670433657383,0.8968607289716601,0.154846104930978
ZTF18abfdupq,2,1127.9887662121805,0.7627750164829195,0.1397612521417662
ZTF18abfdupq,3,1999.711612654128,0.42932218639180064,0.14574504929560508
ZTF18abjndhh,1,-286.5257703195453,0.5423453985713422,0.1323362003450884
ZTF18abjndhh,2,795.2809258270119,0.6034336984157562,0.15019867843894236
ZTF18abjndhh,3,1647.1049940519013,0.4580054082907737,0.13828239528883457
ZTF18abmogag,1,244.46087036872817,0.3035072455818499,0.13731198304516226
ZTF18abmogag,2,1069.5555760880295,0.430270842832924,0.12153649564591126
ZTF18abmogag,3,1958.4034001663813,0.7244905953012871,0.14586812236998725
ZTF18abncimo,1,263.6624319952056,3.2926604617387056,0.15639914586742598
ZTF18abncimo,2,1157.837519993389,3.1105419620871544,0.10935453403971322
ZTF18abncimo,3,2061.474778234939,3.26751871034503,0.1423551232407399
ZTF18abomklq,1,-294.91937309587826,0.6423727027140558,0.12265902208925751
ZTF18abomklq,2,691.7485770412926,0.4486293764784932,0.1963911285424951
ZTF18abomklq,3,1593.7074738983945,0.6159126060083508,0.15693838469424526
ZTF18abrfchj,1,-332.3541048464654,3.0349041335284714,0.14141039658441987
ZTF18abrfchj,2,660.7220573691628,3.298849100247026,0.19482871579617936
ZTF18abrfchj,3,1555.8753709201026,2.993056317791343,0.16553869166290897
ZTF18abrytwr,1,275.05188679261096,1.5010801143944266,0.15618091052340688
ZTF18abrytwr,2,1074.1084905661958,1.2597823515534399,0.18713752205379336
ZTF18abrytwr,3,1990.1462264152524,1.7842623637989163,0.14884001676714118
ZTF18abtgkdo,1,252.59706463575665,0.35623468968703476,0.12119316622053074
ZTF18abtgkdo,2,1043.765417901626,0.4832542119564129,0.11401642988669082
ZTF18abtgkdo,3,1928.7700177176328,0.6731183953992854,0.13093661806113321
ZTF18abtswjk,1,-268.94791523392064,0.6394016090780498,0.16478099238952904
ZTF18abtswjk,2,712.6763825857499,0.745877914596349,0.17691186930978348
ZTF18abtswjk,3,1561.957540350198,0.6914057885296644,0.1414952969670486
ZTF18acbvgqw,1,177.1114460771938,1.8638679593415204,0.19460511907453015
