Name,Epoch,RA,Dec,type,redshift,Distance_Mpc,Rest_DeltaT,File Path,RMS
ZTF20aauzoca,3,08:06:25.58,+50:24:24.4,SN Ia,0.07,300.00000000000006,1400.589719626217,final_luminosity_arrays\ZTF20aauzoca_epoch_3_lum.npy,1.4754440982738143e+28
ZTF20aavcvrm,1,16:23:47.22,+29:58:58.5,SN Ic-BL,0.055,235.7142857142857,-828.8297156397236,final_luminosity_arrays\ZTF20aavcvrm_epoch_1_lum.npy,6.683794734377282e+27
ZTF20aavcvrm,2,16:23:47.22,+29:58:58.5,SN Ic-BL,0.055,235.7142857142857,145.57786729866507,final_luminosity_arrays\ZTF20aavcvrm_epoch_2_lum.npy,6.910356667988197e+27
ZTF20aavcvrm,3,16:23:47.22,+29:58:58.5,SN Ic-BL,0.055,235.7142857142857,954.1086729858688,final_luminosity_arrays\ZTF20aavcvrm_epoch_3_lum.npy,7.683688709240408e+27
ZTF20aavdcxo,1,19:51:02.13,+62:43:28.9,SN II,0.06,257.1428571428572,-349.480669811491,final_luminosity_arrays\ZTF20aavdcxo_epoch_1_lum.npy,9.122611768301944e+27
ZTF20aavdcxo,2,19:51:02.13,+62:43:28.9,SN II,0.06,257.1428571428572,559.9532924526599,final_luminosity_arrays\ZTF20aavdcxo_epoch_2_lum.npy,7.332848279191371e+27
ZTF20aavdcxo,3,19:51:02.13,+62:43:28.9,SN II,0.06,257.1428571428572,1438.255179245113,final_luminosity_arrays\ZTF20aavdcxo_epoch_3_lum.npy,1.0532604178613066e+28
ZTF20aavdgib,1,18:50:19.08,+61:31:49.5,SN Ia,0.1,428.57142857142856,-335.84316077430475,final_luminosity_arrays\ZTF20aavdgib_epoch_1_lum.npy,2.745466157558809e+28
ZTF20aavdgib,2,18:50:19.08,+61:31:49.5,SN Ia,0.1,428.57142857142856,540.5204755893316,final_luminosity_arrays\ZTF20aavdgib_epoch_2_lum.npy,3.10144411397834e+28
ZTF20aavdgib,3,18:50:19.08,+61:31:49.5,SN Ia,0.1,428.57142857142856,1386.884111952968,final_luminosity_arrays\ZTF20aavdgib_epoch_3_lum.npy,2.3630731757066143e+28
ZTF20aavfwdo,1,14:09:08.40,+65:48:06.9,SN Ia,0.0678,290.57142857142856,-807.72148342374,final_luminosity_arrays\ZTF20aavfwdo_epoch_1_lum.npy,1.1195878295781782e+28
ZTF20aavfwdo,2,14:09:08.40,+65:48:06.9,SN Ia,0.0678,290.57142857142856,124.10095523518484,final_luminosity_arrays\ZTF20aavfwdo_epoch_2_lum.npy,1.6581916557942712e+28
ZTF20aavfwdo,3,14:09:08.40,+65:48:06.9,SN Ia,0.0678,290.57142857142856,964.1459074734316,final_luminosity_arrays\ZTF20aavfwdo_epoch_3_lum.npy,1.3626738846887416e+28
ZTF20aavgcnu,1,13:19:28.19,-13:43:25.3,SN Ic,0.01774,76.02857142857142,-396.218464440892,final_luminosity_arrays\ZTF20aavgcnu_epoch_1_lum.npy,1.1719447821897617e+27
ZTF20aavgcnu,2,13:19:28.19,-13:43:25.3,SN Ic,0.01774,76.02857142857142,633.514080216879,final_luminosity_arrays\ZTF20aavgcnu_epoch_2_lum.npy,8.382213810901442e+26
ZTF20aavgcnu,3,13:19:28.19,-13:43:25.3,SN Ic,0.01774,76.02857142857142,1528.6346414604186,final_luminosity_arrays\ZTF20aavgcnu_epoch_3_lum.npy,1.234195037393136e+27
ZTF20aavgmli,1,10:31:38.37,-17:51:08.1,SN Ib,0.023,98.57142857142856,-773.4726295211988,final_luminosity_arrays\ZTF20aavgmli_epoch_1_lum.npy,1.3432234734811076e+27
ZTF20aavgmli,2,10:31:38.37,-17:51:08.1,SN Ib,0.023,98.57142857142856,194.2693059626723,final_luminosity_arrays\ZTF20aavgmli_epoch_2_lum.npy,1.6948181852915215e+27
ZTF20aavgmli,3,10:31:38.37,-17:51:08.1,SN Ib,0.023,98.57142857142856,1118.022971651822,final_luminosity_arrays\ZTF20aavgmli_epoch_3_lum.npy,1.1725758292841196e+27
ZTF20aavhire,1,13:53:28.15,+07:54:34.5,SN Ia,0.0374,160.28571428571428,-345.5427029111383,final_luminosity_arrays\ZTF20aavhire_epoch_1_lum.npy,4.857080212953724e+27
ZTF20aavhire,2,13:53:28.15,+07:54:34.5,SN Ia,0.0374,160.28571428571428,549.9652978600203,final_luminosity_arrays\ZTF20aavhire_epoch_2_lum.npy,3.627783898299632e+27
ZTF20aavhire,3,13:53:28.15,+07:54:34.5,SN Ia,0.0374,160.28571428571428,1501.3823019086033,final_luminosity_arrays\ZTF20aavhire_epoch_3_lum.npy,4.137397498850172e+27
ZTF20aavhixe,1,13:54:22.59,-05:21:25.2,SN IIn,0.051,218.57142857142856,-287.78877259754034,final_luminosity_arrays\ZTF20aavhixe_epoch_1_lum.npy,7.255063294174564e+27
ZTF20aavhixe,2,13:54:22.59,-05:21:25.2,SN IIn,0.051,218.57142857142856,510.49857278780695,final_luminosity_arrays\ZTF20aavhixe_epoch_2_lum.npy,8.326370546414694e+27
ZTF20aavhixe,3,13:54:22.59,-05:21:25.2,SN IIn,0.051,218.57142857142856,1443.895337773535,final_luminosity_arrays\ZTF20aavhixe_epoch_3_lum.npy,8.105747529562435e+27
ZTF20aavhqvo,1,14:19:14.64,-11:27:17.8,SN Ia,0.07,300.00000000000006,-784.6420560745853,final_luminosity_arrays\ZTF20aavhqvo_epoch_1_lum.npy,1.690709689474526e+28
ZTF20aavhqvo,2,14:19:14.64,-11:27:17.8,SN Ia,0.07,300.00000000000006,156.4794392525175,final_luminosity_arrays\ZTF20aavhqvo_epoch_2_lum.npy,1.7071755097118907e+28
ZTF20aavhqvo,3,14:19:14.64,-11:27:17.8,SN Ia,0.07,300.00000000000006,991.058878504854,final_luminosity_arrays\ZTF20aavhqvo_epoch_3_lum.npy,1.4884991273237076e+28
ZTF20aavhyel,1,14:18:09.62,+05:25:31.8,SN Ic,0.02524,108.17142857142858,-336.817793001726,final_luminosity_arrays\ZTF20aavhyel_epoch_1_lum.npy,2.108260795165241e+27
ZTF20aavhyel,2,14:18:09.62,+05:25:31.8,SN Ic,0.02524,108.17142857142858,534.197774085005,final_luminosity_arrays\ZTF20aavhyel_epoch_2_lum.npy,2.022018542351967e+27
ZTF20aavhyel,3,14:18:09.62,+05:25:31.8,SN Ic,0.02524,108.17142857142858,1492.9976648422912,final_luminosity_arrays\ZTF20aavhyel_epoch_3_lum.npy,2.0517203054188984e+27
ZTF20aavnnat,1,16:31:54.95,+42:42:37.2,SN Ia,0.0322,138.0,-343.38029451661765,final_luminosity_arrays\ZTF20aavnnat_epoch_1_lum.npy,2.665777638440631e+27
ZTF20aavnnat,2,16:31:54.95,+42:42:37.2,SN Ia,0.0322,138.0,552.7638635922759,final_luminosity_arrays\ZTF20aavnnat_epoch_2_lum.npy,2.620603820090549e+27
ZTF20aavnnat,3,16:31:54.95,+42:42:37.2,SN Ia,0.0322,138.0,1464.4088936252151,final_luminosity_arrays\ZTF20aavnnat_epoch_3_lum.npy,2.797593172626032e+27
ZTF20aavnnkm,1,18:35:08.23,+31:41:20.2,SN Ia,0.055,235.7142857142857,-288.74123222746346,final_luminosity_arrays\ZTF20aavnnkm_epoch_1_lum.npy,9.749055026408324e+27
ZTF20aavnnkm,2,18:35:08.23,+31:41:20.2,SN Ia,0.055,235.7142857142857,567.1829383886503,final_luminosity_arrays\ZTF20aavnnkm_epoch_2_lum.npy,9.010623718949068e+27
ZTF20aavnnkm,3,18:35:08.23,+31:41:20.2,SN Ia,0.055,235.7142857142857,1413.6284360189825,final_luminosity_arrays\ZTF20aavnnkm_epoch_3_lum.npy,7.6924303729316e+27
ZTF20aavnnqo,1,17:12:24.98,+42:15:55.9,SN Ia,0.03683,157.84285714285716,-339.92267343494666,final_luminosity_arrays\ZTF20aavnnqo_epoch_1_lum.npy,5.580710309237738e+27
ZTF20aavnnqo,2,17:12:24.98,+42:15:55.9,SN Ia,0.03683,157.84285714285716,514.60506978236,final_luminosity_arrays\ZTF20aavnnqo_epoch_2_lum.npy,5.691355419687005e+27
ZTF20aavnnqo,3,17:12:24.98,+42:15:55.9,SN Ia,0.03683,157.84285714285716,1507.0532049636338,final_luminosity_arrays\ZTF20aavnnqo_epoch_3_lum.npy,4.138759958824744e+27
ZTF20aavnnzx,1,16:52:12.03,+45:12:36.5,SN Ia,0.06,257.1428571428572,-334.38275471716275,final_luminosity_arrays\ZTF20aavnnzx_epoch_1_lum.npy,1.0589665836695671e+28
ZTF20aavnnzx,2,16:52:12.03,+45:12:36.5,SN Ia,0.06,257.1428571428572,526.9379999998183,final_luminosity_arrays\ZTF20aavnnzx_epoch_2_lum.npy,1.0660848160746337e+28
ZTF20aavnnzx,3,16:52:12.03,+45:12:36.5,SN Ia,0.06,257.1428571428572,1447.6927169809503,final_luminosity_arrays\ZTF20aavnnzx_epoch_3_lum.npy,1.0122429053372709e+28
ZTF20aavofki,1,07:53:10.17,+64:50:30.7,SN Ia,0.08,342.85714285714283,-875.1635277777461,final_luminosity_arrays\ZTF20aavofki_epoch_1_lum.npy,1.6104693686247445e+28
ZTF20aavofki,2,07:53:10.17,+64:50:30.7,SN Ia,0.08,342.85714285714283,99.83647222225382,final_luminosity_arrays\ZTF20aavofki_epoch_2_lum.npy,2.8678081363815494e+28
ZTF20aavofki,3,07:53:10.17,+64:50:30.7,SN Ia,0.08,342.85714285714283,970.206842592624,final_luminosity_arrays\ZTF20aavofki_epoch_3_lum.npy,1.5761116811973245e+28
ZTF20aavpnlv,1,11:21:26.44,+03:00:52.8,SN Ia,0.00583,24.985714285714284,-825.566944712216,final_luminosity_arrays\ZTF20aavpnlv_epoch_1_lum.npy,1.4777876855143142e+26
ZTF20aavpnlv,2,11:21:26.44,+03:00:52.8,SN Ia,0.00583,24.985714285714284,121.90926896206294,final_luminosity_arrays\ZTF20aavpnlv_epoch_2_lum.npy,1.347463760895018e+26
ZTF20aavpnlv,3,11:21:26.44,+03:00:52.8,SN Ia,0.00583,24.985714285714284,1010.7274589146394,final_luminosity_arrays\ZTF20aavpnlv_epoch_3_lum.npy,8.345667234752761e+25
ZTF20aavpnqt,1,11:27:27.15,+07:04:09.0,SN Ia,0.064,274.2857142857143,-790.6101973682704,final_luminosity_arrays\ZTF20aavpnqt_epoch_1_lum.npy,1.458931071522337e+28
ZTF20aavpnqt,2,11:27:27.15,+07:04:09.0,SN Ia,0.064,274.2857142857143,83.44995300766935,final_luminosity_arrays\ZTF20aavpnqt_epoch_2_lum.npy,1.5552403343853862e+28
ZTF20aavpnqt,3,11:27:27.15,+07:04:09.0,SN Ia,0.064,274.2857142857143,964.0890507520302,final_luminosity_arrays\ZTF20aavpnqt_epoch_3_lum.npy,1.51594770044403e+28
ZTF20aavptjf,1,10:16:58.61,+46:30:38.5,SN II,0.03,128.57142857142858,-324.492077670033,final_luminosity_arrays\ZTF20aavptjf_epoch_1_lum.npy,2.612075343495013e+27
ZTF20aavptjf,2,10:16:58.61,+46:30:38.5,SN II,0.03,128.57142857142858,565.7991844658893,final_luminosity_arrays\ZTF20aavptjf_epoch_2_lum.npy,2.2043270914886368e+27
ZTF20aavptjf,3,10:16:58.61,+46:30:38.5,SN II,0.03,128.57142857142858,1455.119572815404,final_luminosity_arrays\ZTF20aavptjf_epoch_3_lum.npy,2.259093851052589e+27
ZTF20aavpyxo,1,13:17:22.89,+32:35:18.7,SN II,0.06131,262.75714285714287,-877.4394315535235,final_luminosity_arrays\ZTF20aavpyxo_epoch_1_lum.npy,9.15002432349759e+27
ZTF20aavpyxo,2,13:17:22.89,+32:35:18.7,SN II,0.06131,262.75714285714287,139.2286484607985,final_luminosity_arrays\ZTF20aavpyxo_epoch_2_lum.npy,8.179568405766064e+27
ZTF20aavpyxo,3,13:17:22.89,+32:35:18.7,SN II,0.06131,262.75714285714287,958.9702885094176,final_luminosity_arrays\ZTF20aavpyxo_epoch_3_lum.npy,1.0583888265919524e+28
ZTF20aavqfli,1,11:35:09.36,+21:06:25.6,SN Ia,0.0664,284.57142857142856,-347.1928528680858,final_luminosity_arrays\ZTF20aavqfli_epoch_1_lum.npy,1.085834882425579e+28
ZTF20aavqfli,2,11:35:09.36,+21:06:25.6,SN Ia,0.0664,284.57142857142856,550.219000095155,final_luminosity_arrays\ZTF20aavqfli_epoch_2_lum.npy,1.3499318700471916e+28
ZTF20aavqfli,3,11:35:09.36,+21:06:25.6,SN Ia,0.0664,284.57142857142856,1375.4253016705488,final_luminosity_arrays\ZTF20aavqfli_epoch_3_lum.npy,1.0577326020685554e+28
ZTF20aavrkxw,1,14:08:11.35,+64:24:20.1,SN Ia,0.11,471.4285714285714,-791.2495933330474,final_luminosity_arrays\ZTF20aavrkxw_epoch_1_lum.npy,2.971273330751579e+28
ZTF20aavrkxw,2,14:08:11.35,+64:24:20.1,SN Ia,0.11,471.4285714285714,106.04770396424976,final_luminosity_arrays\ZTF20aavrkxw_epoch_2_lum.npy,3.4207660516805383e+28
ZTF20aavrkxw,3,14:08:11.35,+64:24:20.1,SN Ia,0.11,471.4285714285714,919.5612174777632,final_luminosity_arrays\ZTF20aavrkxw_epoch_3_lum.npy,3.138996480042964e+28
ZTF20aavrloz,1,14:38:57.91,+51:04:57.7,SN Ia,0.04332,185.65714285714284,-837.1480562053898,final_luminosity_arrays\ZTF20aavrloz_epoch_1_lum.npy,4.8651629982135065e+27
ZTF20aavrloz,2,14:38:57.91,+51:04:57.7,SN Ia,0.04332,185.65714285714284,96.41020013015444,final_luminosity_arrays\ZTF20aavrloz_epoch_2_lum.npy,5.441332191930275e+27
ZTF20aavrloz,3,14:38:57.91,+51:04:57.7,SN Ia,0.04332,185.65714285714284,975.3351704173148,final_luminosity_arrays\ZTF20aavrloz_epoch_3_lum.npy,3.867931125675964e+27
ZTF20aavrukn,1,13:25:12.60,+20:09:58.5,SN Ia,0.084,360.0,-861.9157564577155,final_luminosity_arrays\ZTF20aavrukn_epoch_1_lum.npy,1.755888483542345e+28
ZTF20aavrukn,2,13:25:12.60,+20:09:58.5,SN Ia,0.084,360.0,82.73369003674942,final_luminosity_arrays\ZTF20aavrukn_epoch_2_lum.npy,2.2252555916624384e+28
ZTF20aavrukn,3,13:25:12.60,+20:09:58.5,SN Ia,0.084,360.0,933.2871955718048,final_luminosity_arrays\ZTF20aavrukn_epoch_3_lum.npy,1.5835046651684632e+28
ZTF20aavrzha,1,16:46:34.85,+62:49:36.8,SN Ia,0.01904,81.6,-911.20956979107,final_luminosity_arrays\ZTF20aavrzha_epoch_1_lum.npy,1.0218190459344665e+27
ZTF20aavrzha,2,16:46:34.85,+62:49:36.8,SN Ia,0.01904,81.6,117.20933427550248,final_luminosity_arrays\ZTF20aavrzha_epoch_2_lum.npy,1.207242701671904e+27
ZTF20aavrzha,3,16:46:34.85,+62:49:36.8,SN Ia,0.01904,81.6,1003.3374548595816,final_luminosity_arrays\ZTF20aavrzha_epoch_3_lum.npy,1.21597719581966e+27
ZTF20aavtdxj,1,19:21:34.16,+46:57:44.2,SN Ia,0.09,385.7142857142857,-877.4921530327938,final_luminosity_arrays\ZTF20aavtdxj_epoch_1_lum.npy,1.7701073288418491e+28
ZTF20aavtdxj,2,19:21:34.16,+46:57:44.2,SN Ia,0.09,385.7142857142857,102.32436072867397,final_luminosity_arrays\ZTF20aavtdxj_epoch_2_lum.npy,2.0411269313554496e+28
ZTF20aavtdxj,3,19:21:34.16,+46:57:44.2,SN Ia,0.09,385.7142857142857,958.2876634809676,final_luminosity_arrays\ZTF20aavtdxj_epoch_3_lum.npy,1.8795623295484144e+28
ZTF20aavvaup,1,09:48:28.38,+50:55:20.9,SN II,0.03266,139.97142857142856,-361.3929076365855,final_luminosity_arrays\ZTF20aavvaup_epoch_1_lum.npy,2.893585312089387e+27
ZTF20aavvaup,2,09:48:28.38,+50:55:20.9,SN II,0.03266,139.97142857142856,558.5613851606568,final_luminosity_arrays\ZTF20aavvaup_epoch_2_lum.npy,3.1717034675362494e+27
ZTF20aavvaup,3,09:48:28.38,+50:55:20.9,SN II,0.03266,139.97142857142856,1479.4840508976854,final_luminosity_arrays\ZTF20aavvaup_epoch_3_lum.npy,3.173333209453466e+27
ZTF20aavvjie,1,09:13:38.12,+13:19:53.9,SN Ia,0.065,278.57142857142856,-792.7530516433079,final_luminosity_arrays\ZTF20aavvjie_epoch_1_lum.npy,9.053052450144196e+27
ZTF20aavvjie,2,09:13:38.12,+13:19:53.9,SN Ia,0.065,278.57142857142856,163.11549295763106,final_luminosity_arrays\ZTF20aavvjie_epoch_2_lum.npy,1.156827362019396e+28
ZTF20aavvjie,3,09:13:38.12,+13:19:53.9,SN Ia,0.065,278.57142857142856,939.6413145538752,final_luminosity_arrays\ZTF20aavvjie_epoch_3_lum.npy,2.228517475728305e+28
ZTF20aavvzlw,1,12:12:22.52,-14:35:20.5,SN Ia,0.07,300.00000000000006,-341.3330087834255,final_luminosity_arrays\ZTF20aavvzlw_epoch_1_lum.npy,1.5065988500874815e+28
ZTF20aavvzlw,2,12:12:22.52,-14:35:20.5,SN Ia,0.07,300.00000000000006,605.3959631791912,final_luminosity_arrays\ZTF20aavvzlw_epoch_2_lum.npy,1.538887638857752e+28
ZTF20aavvzlw,3,12:12:22.52,-14:35:20.5,SN Ia,0.07,300.00000000000006,1390.4426921511538,final_luminosity_arrays\ZTF20aavvzlw_epoch_3_lum.npy,1.768591660917323e+28
ZTF20aavzffg,1,16:21:45.39,-02:17:21.3,SN Ib,0.00524,22.457142857142856,-334.76284270422246,final_luminosity_arrays\ZTF20aavzffg_epoch_1_lum.npy,7.717998181831493e+25
ZTF20aavzffg,2,16:21:45.39,-02:17:21.3,SN Ib,0.00524,22.457142857142856,547.6135052325888,final_luminosity_arrays\ZTF20aavzffg_epoch_2_lum.npy,7.795778941337001e+25
ZTF20aavzffg,3,16:21:45.39,-02:17:21.3,SN Ib,0.00524,22.457142857142856,1506.5884763837566,final_luminosity_arrays\ZTF20aavzffg_epoch_3_lum.npy,9.059736900945618e+25
ZTF20aavzlxm,1,15:22:01.94,+50:10:13.5,SN Ia,0.0736,315.42857142857144,-833.0165448026204,final_luminosity_arrays\ZTF20aavzlxm_epoch_1_lum.npy,1.709775288066155e+28
ZTF20aavzlxm,2,15:22:01.94,+50:10:13.5,SN Ia,0.0736,315.42857142857144,92.84038515267034,final_luminosity_arrays\ZTF20aavzlxm_epoch_2_lum.npy,1.67878594892223e+28
ZTF20aavzlxm,3,15:22:01.94,+50:10:13.5,SN Ia,0.0736,315.42857142857144,946.9760036325512,final_luminosity_arrays\ZTF20aavzlxm_epoch_3_lum.npy,1.2753186906418884e+28
ZTF20aawadcp,1,17:45:15.48,-05:05:51.5,SN Ia,0.034,145.71428571428572,-362.0899419729892,final_luminosity_arrays\ZTF20aawadcp_epoch_1_lum.npy,3.9308100675476606e+27
ZTF20aawadcp,2,17:45:15.48,-05:05:51.5,SN Ia,0.034,145.71428571428572,547.9680851063146,final_luminosity_arrays\ZTF20aawadcp_epoch_2_lum.npy,2.6371658863596986e+27
ZTF20aawadcp,3,17:45:15.48,-05:05:51.5,SN Ia,0.034,145.71428571428572,1452.223404255251,final_luminosity_arrays\ZTF20aawadcp_epoch_3_lum.npy,3.213878333779465e+27
ZTF20aawcjrx,1,09:14:08.47,+56:05:24.8,SN Ia,0.0508,217.7142857142857,-900.4400637655597,final_luminosity_arrays\ZTF20aawcjrx_epoch_1_lum.npy,5.716928015810496e+27
ZTF20aawcjrx,2,09:14:08.47,+56:05:24.8,SN Ia,0.0508,217.7142857142857,157.80127616592114,final_luminosity_arrays\ZTF20aawcjrx_epoch_2_lum.npy,7.742784484569257e+27
ZTF20aawcjrx,3,09:14:08.47,+56:05:24.8,SN Ia,0.0508,217.7142857142857,966.7087752142652,final_luminosity_arrays\ZTF20aawcjrx_epoch_3_lum.npy,6.483754459963998e+27
ZTF20aawdjlp,1,10:59:18.68,+43:39:25.8,SN Ia,0.03,128.57142857142858,-327.4169812566664,final_luminosity_arrays\ZTF20aawdjlp_epoch_1_lum.npy,2.683835629751377e+27
ZTF20aawdjlp,2,10:59:18.68,+43:39:25.8,SN Ia,0.03,128.57142857142858,515.3014653452753,final_luminosity_arrays\ZTF20aawdjlp_epoch_2_lum.npy,2.4672672908597212e+27
ZTF20aawdjlp,3,10:59:18.68,+43:39:25.8,SN Ia,0.03,128.57142857142858,1466.7577760248869,final_luminosity_arrays\ZTF20aawdjlp_epoch_3_lum.npy,2.54410930895076e+27
ZTF20aawdwch,1,13:19:01.93,-21:03:16.3,LRN,0.00224,9.599999999999998,-284.8369651980495,final_luminosity_arrays\ZTF20aawdwch_epoch_1_lum.npy,1.6662430544384988e+25
ZTF20aawdwch,2,13:19:01.93,-21:03:16.3,LRN,0.00224,9.599999999999998,663.0397908683617,final_luminosity_arrays\ZTF20aawdwch_epoch_2_lum.npy,1.2942278095618593e+25
ZTF20aawdwch,3,13:19:01.93,-21:03:16.3,LRN,0.00224,9.599999999999998,1618.8986669858584,final_luminosity_arrays\ZTF20aawdwch_epoch_3_lum.npy,1.658646108896446e+25
ZTF20aawfnro,1,14:20:58.11,-22:45:26.7,SN Ia,0.027,115.71428571428572,-748.3573515093301,final_luminosity_arrays\ZTF20aawfnro_epoch_1_lum.npy,2.470887073184379e+27
ZTF20aawfnro,2,14:20:58.11,-22:45:26.7,SN Ia,0.027,115.71428571428572,210.7468354429582,final_luminosity_arrays\ZTF20aawfnro_epoch_2_lum.npy,2.8786190797548534e+27
ZTF20aawfnro,3,14:20:58.11,-22:45:26.7,SN Ia,0.027,115.71428571428572,1152.3242453747987,final_luminosity_arrays\ZTF20aawfnro_epoch_3_lum.npy,3.1441699427191784e+27
ZTF20aawgrcu,1,20:42:36.21,+76:46:54.3,SN II,0.042,180.0,-872.7408007659633,final_luminosity_arrays\ZTF20aawgrcu_epoch_1_lum.npy,3.748027251806642e+27
ZTF20aawgrcu,2,20:42:36.21,+76:46:54.3,SN II,0.042,180.0,147.4127500977603,final_luminosity_arrays\ZTF20aawgrcu_epoch_2_lum.npy,4.3317267254169297e+27
ZTF20aawgrcu,3,20:42:36.21,+76:46:54.3,SN II,0.042,180.0,1012.0960514413304,final_luminosity_arrays\ZTF20aawgrcu_epoch_3_lum.npy,4.48182152975156e+27
ZTF20aawihxz,1,20:17:32.80,+00:00:28.7,SN Ib,0.01819,77.95714285714286,-914.9549691120824,final_luminosity_arrays\ZTF20aawihxz_epoch_1_lum.npy,1.086507673944554e+27
ZTF20aawihxz,2,20:17:32.80,+00:00:28.7,SN Ib,0.01819,77.95714285714286,109.41179936924252,final_luminosity_arrays\ZTF20aawihxz_epoch_2_lum.npy,1.1467555639650474e+27
ZTF20aawihxz,3,20:17:32.80,+00:00:28.7,SN Ib,0.01819,77.95714285714286,1037.529341281852,final_luminosity_arrays\ZTF20aawihxz_epoch_3_lum.npy,1.0031742135056452e+27
ZTF20aawiicr,1,20:15:42.93,-06:18:59.9,SN II,0.01893,81.12857142857143,-312.66033976810047,final_luminosity_arrays\ZTF20aawiicr_epoch_1_lum.npy,1.368784080399936e+27
ZTF20aawiicr,2,20:15:42.93,-06:18:59.9,SN II,0.01893,81.12857142857143,530.3808897569896,final_luminosity_arrays\ZTF20aawiicr_epoch_2_lum.npy,1.0184504184201802e+27
ZTF20aawiicr,3,20:15:42.93,-06:18:59.9,SN II,0.01893,81.12857142857143,1507.876890463613,final_luminosity_arrays\ZTF20aawiicr_epoch_3_lum.npy,9.814601722998844e+26
ZTF20aawijco,1,19:48:47.98,-10:34:22.6,SN IIn,0.02485,106.5,-307.9426257503097,final_luminosity_arrays\ZTF20aawijco_epoch_1_lum.npy,2.0973729567155463e+27
ZTF20aawijco,2,19:48:47.98,-10:34:22.6,SN IIn,0.02485,106.5,619.0222959455482,final_luminosity_arrays\ZTF20aawijco_epoch_2_lum.npy,2.8219602201869907e+27
ZTF20aawijco,3,19:48:47.98,-10:34:22.6,SN IIn,0.02485,106.5,1508.9086207735718,final_luminosity_arrays\ZTF20aawijco_epoch_3_lum.npy,2.6968794561325533e+27
ZTF20aawjbsf,1,09:36:55.41,+08:33:44.4,SN II,0.0222,95.14285714285714,-916.8208276268406,final_luminosity_arrays\ZTF20aawjbsf_epoch_1_lum.npy,1.3289322911670938e+27
ZTF20aawjbsf,2,09:36:55.41,+08:33:44.4,SN II,0.0222,95.14285714285714,144.6152905496415,final_luminosity_arrays\ZTF20aawjbsf_epoch_2_lum.npy,1.4318515671467892e+27
ZTF20aawjbsf,3,09:36:55.41,+08:33:44.4,SN II,0.0222,95.14285714285714,982.0247994520088,final_luminosity_arrays\ZTF20aawjbsf_epoch_3_lum.npy,1.3522015617763863e+27
ZTF20aawmlfq,1,16:18:07.72,+21:03:58.6,SN Ia,0.03179,136.24285714285713,-915.2388761278042,final_luminosity_arrays\ZTF20aawmlfq_epoch_1_lum.npy,2.51471388593878e+27
ZTF20aawmlfq,2,16:18:07.72,+21:03:58.6,SN Ia,0.03179,136.24285714285713,77.211137925443,final_luminosity_arrays\ZTF20aawmlfq_epoch_2_lum.npy,3.781331452453936e+27
ZTF20aawmlfq,3,16:18:07.72,+21:03:58.6,SN Ia,0.03179,136.24285714285713,964.019500092163,final_luminosity_arrays\ZTF20aawmlfq_epoch_3_lum.npy,3.535867987574407e+27
ZTF20aawoojh,1,17:54:53.93,+56:30:51.2,SN Ia,0.05,214.28571428571428,-908.9653108464112,final_luminosity_arrays\ZTF20aawoojh_epoch_1_lum.npy,5.67982806172054e+27
ZTF20aawoojh,2,17:54:53.93,+56:30:51.2,SN Ia,0.05,214.28571428571428,94.84421296311277,final_luminosity_arrays\ZTF20aawoojh_epoch_2_lum.npy,9.131597758749714e+27
ZTF20aawoojh,3,17:54:53.93,+56:30:51.2,SN Ia,0.05,214.28571428571428,971.98707010597,final_luminosity_arrays\ZTF20aawoojh_epoch_3_lum.npy,6.385590776130277e+27
ZTF20aawqywr,1,09:41:03.93,+34:44:01.0,SN Ia,0.0499,213.8571428571429,-311.61853509859924,final_luminosity_arrays\ZTF20aawqywr_epoch_1_lum.npy,3.712235677308208e+28
ZTF20aawqywr,2,09:41:03.93,+34:44:01.0,SN Ia,0.0499,213.8571428571429,566.5603390798939,final_luminosity_arrays\ZTF20aawqywr_epoch_2_lum.npy,3.3050471439916087e+28
ZTF20aawqywr,3,09:41:03.93,+34:44:01.0,SN Ia,0.0499,213.8571428571429,1457.121344889971,final_luminosity_arrays\ZTF20aawqywr_epoch_3_lum.npy,3.271496826736849e+28
ZTF20aawrmcm,1,11:47:00.66,-06:07:40.5,SN II,0.0267,114.42857142857144,-338.1610986655733,final_luminosity_arrays\ZTF20aawrmcm_epoch_1_lum.npy,1.9549315573040364e+27
ZTF20aawrmcm,2,11:47:00.66,-06:07:40.5,SN II,0.0267,114.42857142857144,509.2139865589324,final_luminosity_arrays\ZTF20aawrmcm_epoch_2_lum.npy,1.857448167217124e+27
ZTF20aawrmcm,3,11:47:00.66,-06:07:40.5,SN II,0.0267,114.42857142857144,1464.702444725875,final_luminosity_arrays\ZTF20aawrmcm_epoch_3_lum.npy,2.060510845723158e+27
ZTF20aawwcgb,1,12:30:11.30,+84:47:13.0,SN Ia,0.04174,178.88571428571427,-903.5474302609312,final_luminosity_arrays\ZTF20aawwcgb_epoch_1_lum.npy,4.62698695079568e+27
ZTF20aawwcgb,2,12:30:11.30,+84:47:13.0,SN Ia,0.04174,178.88571428571427,118.7805978458902,final_luminosity_arrays\ZTF20aawwcgb_epoch_2_lum.npy,5.190942324665961e+27
ZTF20aawwcgb,3,12:30:11.30,+84:47:13.0,SN Ia,0.04174,178.88571428571427,981.7598441069536,final_luminosity_arrays\ZTF20aawwcgb_epoch_3_lum.npy,3.5388267985885234e+27
