Name,Epoch,RA,Dec,type,redshift,Distance_Mpc,Rest_DeltaT,Peak Luminosity,RMS,Flux_mjy,RMS_mjy,File Path,fits_path,center_lum
ZTF17aacldgo,2,03:09:24.35,-04:53:39.2,SN Ia,0.072,308.57142857142856,-735.4496268654561,2.968850400040918e+28,1.5856190549616705e+28,0.2605911286082119,0.1391798870289055,final_luminosity_arrays\ZTF17aacldgo_epoch_2_lum.npy,dillon_extracting_files\dillon_fits\ztf_cutouts\ztf_cutouts_no_interp\ZTF17aacldgo_epoch_2.fits,2.5012030033879606e+28
ZTF17aacldgo,3,03:09:24.35,-04:53:39.2,SN Ia,0.072,308.57142857142856,170.33395522409603,4.07742644190826e+28,1.5313767206957806e+28,0.3578964970074594,0.1344186917520909,final_luminosity_arrays\ZTF17aacldgo_epoch_3_lum.npy,dillon_extracting_files\dillon_fits\ztf_cutouts\ztf_cutouts_no_interp\ZTF17aacldgo_epoch_3.fits,2.2985432481428654e+28
ZTF17aacpbmv,1,03:17:51.82,-00:06:17.8,SN Ic,0.023,98.57142857142856,-2102.9455961836165,8.093666569009184e+26,2.108666098981509e+27,0.0696187053108588,0.1813822396679916,final_luminosity_arrays\ZTF17aacpbmv_epoch_1_lum.npy,dillon_extracting_files\dillon_fits\ztf_cutouts\ztf_cutouts_no_interp\ZTF17aacpbmv_epoch_1.fits,-2.9886955851771563e+27
ZTF17aacpbmv,2,03:17:51.82,-00:06:17.8,SN Ic,0.023,98.57142857142856,-1149.866417297986,2.6572218625817856e+27,2.395635561267128e+27,0.2285643276991323,0.2060666426708309,final_luminosity_arrays\ZTF17aacpbmv_epoch_2_lum.npy,dillon_extracting_files\dillon_fits\ztf_cutouts\ztf_cutouts_no_interp\ZTF17aacpbmv_epoch_2.fits,1.8451735921485187e+27
ZTF17aacpbmv,3,03:17:51.82,-00:06:17.8,SN Ic,0.023,98.57142857142856,-247.6181279529225,2.7173620071397125e+27,2.1205920516800183e+27,0.233737358939834,0.1824080806068083,final_luminosity_arrays\ZTF17aacpbmv_epoch_3_lum.npy,dillon_extracting_files\dillon_fits\ztf_cutouts\ztf_cutouts_no_interp\ZTF17aacpbmv_epoch_3.fits,1.2136527593988222e+27
ZTF17aadlxmv,1,08:29:47.59,+33:54:22.8,SN Ia,0.062,265.7142857142857,-238.5607061275367,8.058383695219228e+27,1.0142805991246054e+28,0.0953895651036873,0.1200652572635634,final_luminosity_arrays\ZTF17aadlxmv_epoch_1_lum.npy,dillon_extracting_files\dillon_fits\ztf_cutouts\ztf_cutouts_no_interp\ZTF17aadlxmv_epoch_1.fits,-8.710280765154384e+27
ZTF17aadlxmv,2,08:29:47.59,+33:54:22.8,SN Ia,0.062,265.7142857142857,648.4449435899774,2.14936790563316e+28,9.755739404349928e+27,0.2544272865634411,0.1154833645039146,final_luminosity_arrays\ZTF17aadlxmv_epoch_2_lum.npy,dillon_extracting_files\dillon_fits\ztf_cutouts\ztf_cutouts_no_interp\ZTF17aadlxmv_epoch_2.fits,1.2283565216391427e+28
ZTF17aadlxmv,3,08:29:47.59,+33:54:22.8,SN Ia,0.062,265.7142857142857,1543.925169578678,1.850984312017719e+28,1.0417490511588317e+28,0.2191067032981664,0.1233168296223048,final_luminosity_arrays\ZTF17aadlxmv_epoch_3_lum.npy,dillon_extracting_files\dillon_fits\ztf_cutouts\ztf_cutouts_no_interp\ZTF17aadlxmv_epoch_3.fits,6.13276980125264e+27
ZTF18aaaibml,1,10:08:31.27,+09:14:23.0,SN II,0.0348,149.14285714285714,-773.3735898152321,1.103113967228085e+28,3.13445977282893e+27,0.414474867284298,0.1177732958735714,final_luminosity_arrays\ZTF18aaaibml_epoch_1_lum.npy,dillon_extracting_files\dillon_fits\ztf_cutouts\ztf_cutouts_no_interp\ZTF18aaaibml_epoch_1.fits,1.103113967228085e+28
ZTF18aaaibml,2,10:08:31.27,+09:14:23.0,SN II,0.0348,149.14285714285714,159.17376233011004,1.2959763094579577e+28,4.383508231401088e+27,0.4869393596891315,0.1647046857567733,final_luminosity_arrays\ZTF18aaaibml_epoch_2_lum.npy,dillon_extracting_files\dillon_fits\ztf_cutouts\ztf_cutouts_no_interp\ZTF18aaaibml_epoch_2.fits,1.2959763094579575e+28
ZTF18aaaibml,3,10:08:31.27,+09:14:23.0,SN II,0.0348,149.14285714285714,1049.200820698877,1.249152605472639e+28,4.004727720166352e+27,0.4693462105933577,0.1504724950591945,final_luminosity_arrays\ZTF18aaaibml_epoch_3_lum.npy,dillon_extracting_files\dillon_fits\ztf_cutouts\ztf_cutouts_no_interp\ZTF18aaaibml_epoch_3.fits,8.834450513682545e+27
ZTF18aaaonon,1,10:19:05.51,+14:24:16.6,SN Ia,0.07141,306.04285714285714,-1556.076571993911,3.949264930048973e+28,1.3401215412845023e+28,0.3523988707456738,0.1195828055535608,final_luminosity_arrays\ZTF18aaaonon_epoch_1_lum.npy,dillon_extracting_files\dillon_fits\ztf_cutouts\ztf_cutouts_no_interp\ZTF18aaaonon_epoch_1.fits,2.5546067426568132e+28
