Transient Name,Epoch,Peak Flux,RMS Flux,redshift,dt,Luminosity (erg/s/Hz),RA,Dec,Unique FITS Part
ZTF19aapszzy,VLASS1.1v2,0.287,0.113,0.07,-515.34,1.440255546097406e+28,14:52:30.09,+37:03:43.6,T20t19/VLASS1.1.ql.T20t19.J145132+373000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapszzy,VLASS2.1,0.379,0.117,0.07,528.66,1.491238043304394e+28,14:52:30.09,+37:03:43.6,T20t19/VLASS2.1.ql.T20t19.J145132+373000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapszzy,VLASS3.1,0.421,0.119,0.07,1418.66,1.5167292919078878e+28,14:52:30.09,+37:03:43.6,T20t19/VLASS3.1.ql.T20t19.J145132+373000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaptwpu,VLASS1.1v2,0.251,0.104,0.07,-535.24,1.3255449273816832e+28,09:46:06.14,+67:12:25.0,T27t07/VLASS1.1.ql.T27t07.J094107+673000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaptwpu,VLASS2.1,0.363,0.163,0.07,510.76,2.0775367611847537e+28,09:46:06.14,+67:12:25.0,T27t07/VLASS2.1.ql.T27t07.J094107+673000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaptwpu,VLASS3.1,0.257,0.131,0.07,1407.76,1.6696767835288514e+28,09:46:06.14,+67:12:25.0,T27t07/VLASS3.1.ql.T27t07.J094107+673000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaptzar,VLASS1.2v2,0.284,0.108,0.02544,6.81,1.7059601095952823e+27,09:58:59.85,+17:49:07.4,T15t14/VLASS1.2.ql.T15t14.J095938+173000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaptzar,VLASS2.2,0.255,0.118,0.02544,953.81,1.8639193790022528e+27,09:58:59.85,+17:49:07.4,T15t14/VLASS2.2.ql.T15t14.J095938+173000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapuohr,VLASS1.2v2,0.403,0.157,0.04,-28.29,6.262761904616765e+27,12:47:16.46,-09:41:13.6,T08t20/VLASS1.2.ql.T08t20.J124604-093000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapuohr,VLASS2.2,0.343,0.121,0.04,1011.71,4.826714588908463e+27,12:47:16.46,-09:41:13.6,T08t20/VLASS2.2.ql.T08t20.J124604-093000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaputrv,VLASS1.2v2,0.63,0.133,0.03499,-20.31,4.030234329826268e+27,13:31:11.06,+41:46:30.5,T21t14/VLASS1.2.ql.T21t14.J132909+413000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaputrv,VLASS2.2,0.489,0.134,0.03499,913.69,4.0605368435843607e+27,13:31:11.06,+41:46:30.5,T21t14/VLASS2.2.ql.T21t14.J132909+413000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapvhhp,VLASS1.1v2,0.364,0.114,0.08434,-553.31,2.151105981960933e+28,13:16:54.62,+33:25:07.9,T19t17/VLASS1.1.ql.T19t17.J131900+333000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapvhhp,VLASS2.1,0.551,0.137,0.08434,525.69,2.585101048496912e+28,13:16:54.62,+33:25:07.9,T19t17/VLASS2.1.ql.T19t17.J131900+333000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapvhhp,VLASS3.1,0.477,0.136,0.08434,1395.69,2.566231697777956e+28,13:16:54.62,+33:25:07.9,T19t17/VLASS3.1.ql.T19t17.J131900+333000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapvogv,VLASS1.2v2,0.352,0.126,0.081,66.71,2.1830341872352165e+28,14:30:12.96,-05:41:59.2,T09t22/VLASS1.2.ql.T09t22.J143006-053000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapvogv,VLASS2.2,0.453,0.161,0.081,898.71,2.7894325725783324e+28,14:30:12.96,-05:41:59.2,T09t22/VLASS2.2.ql.T09t22.J143006-053000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapwbvm,VLASS1.1v2,0.308,0.085,0.082,-550.44,1.5113231748338323e+28,18:34:08.45,+70:57:17.2,T28t10/VLASS1.1.ql.T28t10.J182914+703000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapwbvm,VLASS2.1,0.335,0.148,0.082,517.56,2.6314803514753788e+28,18:34:08.45,+70:57:17.2,T28t10/VLASS2.1.ql.T28t10.J182914+703000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapwbvm,VLASS3.1,0.295,0.102,0.082,1424.56,1.8135878098005991e+28,18:34:08.45,+70:57:17.2,T28t10/VLASS3.1.ql.T28t10.J182914+703000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapxocr,VLASS1.1v2,0.337,0.118,0.071,-574.22,1.5494014451121972e+28,13:10:00.33,+75:43:18.8,T29t05/VLASS1.1.ql.T29t05.J130649+753000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapxocr,VLASS2.1,0.401,0.155,0.071,508.78,2.03523071179992e+28,13:10:00.33,+75:43:18.8,T29t05/VLASS2.1.ql.T29t05.J130649+753000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aapxocr,VLASS3.1,0.37,0.114,0.071,1422.78,1.496879362227038e+28,13:10:00.33,+75:43:18.8,T29t05/VLASS3.1.ql.T29t05.J130649+753000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqcqkv,VLASS1.1v2,0.256,0.101,0.075,-554.23,1.487994622968476e+28,13:04:18.44,+33:28:15.7,T19t17/VLASS1.1.ql.T19t17.J130441+333000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqcqkv,VLASS2.1,0.238,0.119,0.075,524.77,1.7531817834975114e+28,13:04:18.44,+33:28:15.7,T19t17/VLASS2.1.ql.T19t17.J130441+333000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqcqkv,VLASS3.1,0.281,0.106,0.075,1394.77,1.5616577231154305e+28,13:04:18.44,+33:28:15.7,T19t17/VLASS3.1.ql.T19t17.J130441+333000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqgnhf,VLASS1.1v2,0.415,0.164,0.033,-457.17,4.4076048228101466e+27,07:24:53.93,-00:01:48.1,T10t12/VLASS1.1.ql.T10t12.J072159-003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqgnhf,VLASS2.1,0.846,0.306,0.033,488.83,8.22394558402381e+27,07:24:53.93,-00:01:48.1,T10t12/VLASS2.1.ql.T10t12.J072159-003000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqgnhf,VLASS3.1,0.556,0.236,0.033,1425.83,6.342650842580454e+27,07:24:53.93,-00:01:48.1,T10t12/VLASS3.1.ql.T10t12.J072159-003000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqhelq,VLASS1.1v2,0.378,0.13,0.0566,-555.25,1.0631968915929344e+28,11:15:10.13,+61:06:36.9,T26t09/VLASS1.1.ql.T26t09.J111707+613000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqhelq,VLASS2.1,0.32,0.141,0.0566,540.75,1.1531597054969517e+28,11:15:10.13,+61:06:36.9,T26t09/VLASS2.1.ql.T26t09.J111707+613000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqhelq,VLASS3.1,0.242,0.123,0.0566,1403.75,1.0059478281994689e+28,11:15:10.13,+61:06:36.9,T26t09/VLASS3.1.ql.T26t09.J111707+613000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqtcmy,VLASS1.1v2,0.272,0.099,0.07,-545.45,1.2618168058729487e+28,16:13:11.27,+54:47:17.8,T24t17/VLASS1.1.ql.T24t17.J161012+543000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqtcmy,VLASS2.1,0.231,0.124,0.07,505.55,1.580457413416623e+28,16:13:11.27,+54:47:17.8,T24t17/VLASS2.1.ql.T24t17.J161012+543000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqtcmy,VLASS3.1,0.349,0.139,0.07,1397.55,1.7716417779428272e+28,16:13:11.27,+54:47:17.8,T24t17/VLASS3.1.ql.T24t17.J161012+543000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqtyku,VLASS1.1v2,0.349,0.123,0.0234,-499.27,1.6388448320023492e+27,12:26:22.89,+71:33:49.1,T28t07/VLASS1.1.ql.T28t07.J123042+713000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqtyku,VLASS2.1,0.326,0.152,0.0234,,2.025239141986643e+27,12:26:22.89,+71:33:49.1,T28t07/VLASS2.1.ql.T28t07.J123042+713000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqtyku,VLASS3.1,0.399,0.103,0.0234,1417.73,1.3723659975304222e+27,12:26:22.89,+71:33:49.1,T28t07/VLASS3.1.ql.T28t07.J123042+713000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqwqhu,VLASS1.2v2,3.692,0.365,0.05745,84.75,3.07914886485444e+28,10:27:31.71,-26:24:38.1,T04t16/VLASS1.2.ql.T04t16.J102855-263000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqwqhu,VLASS2.2,3.662,0.422,0.05745,1037.75,3.5600022492289693e+28,10:27:31.71,-26:24:38.1,T04t16/VLASS2.2.ql.T04t16.J102855-263000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqxcfs,VLASS1.2v2,0.307,0.121,0.08,46.8,2.04217845043134e+28,09:56:58.09,+45:13:44.4,T22t10/VLASS1.2.ql.T22t10.J095817+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqxcfs,VLASS2.2,0.347,0.101,0.08,965.8,1.7046282933352504e+28,09:56:58.09,+45:13:44.4,T22t10/VLASS2.2.ql.T22t10.J095817+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqyvdn,VLASS1.2v2,0.355,0.128,0.08,0.54,2.160321005414971e+28,18:12:48.85,+14:14:01.4,T14t28/VLASS1.2.ql.T14t28.J181425+143000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaqyvdn,VLASS2.2,0.204,0.099,0.08,902.54,1.6708732776256418e+28,18:12:48.85,+14:14:01.4,T14t28/VLASS2.2.ql.T14t28.J181425+143000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaraued,VLASS1.1v2,0.341,0.138,0.079,-427.23,2.268136308367772e+28,11:57:50.76,-16:53:18.5,T06t18/VLASS1.1.ql.T06t18.J115843-163000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaraued,VLASS2.1,0.287,0.137,0.079,569.77,2.2517005380172807e+28,11:57:50.76,-16:53:18.5,T06t18/VLASS2.1.ql.T06t18.J115843-163000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaraued,VLASS3.1,0.278,0.126,0.079,1513.77,2.070907064161878e+28,11:57:50.76,-16:53:18.5,T06t18/VLASS3.1.ql.T06t18.J115843-163000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaraxhh,VLASS1.1v2,0.303,0.118,0.04129,-508.26,5.02489252000045e+27,13:21:28.26,+62:52:31.1,T26t11/VLASS1.1.ql.T26t11.J132415+623000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaraxhh,VLASS2.1,0.435,0.151,0.04129,487.74,6.430159072203966e+27,13:21:28.26,+62:52:31.1,T26t11/VLASS2.1.ql.T26t11.J132415+623000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaraxhh,VLASS3.1,0.351,0.104,0.04129,1390.74,4.428718831186837e+27,13:21:28.26,+62:52:31.1,T26t11/VLASS3.1.ql.T26t11.J132415+623000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aardunx,VLASS1.2v2,0.508,0.14,0.04301,-30.38,6.484819046178363e+27,15:35:26.84,+08:23:11.4,T13t24/VLASS1.2.ql.T13t24.J153408+083000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aardunx,VLASS2.2,0.463,0.135,0.04301,965.62,6.253218365957707e+27,15:35:26.84,+08:23:11.4,T13t24/VLASS2.2.ql.T13t24.J153408+083000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarfksi,VLASS1.2v2,0.267,0.125,0.0798,-3.28,2.098580901925378e+28,12:21:52.70,+12:07:03.1,T14t19/VLASS1.2.ql.T14t19.J122229+123000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarfksi,VLASS2.2,0.322,0.131,0.0798,894.72,2.199312785217796e+28,12:21:52.70,+12:07:03.1,T14t19/VLASS2.2.ql.T14t19.J122229+123000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarflsx,VLASS1.2v2,0.341,0.118,0.08,-1.28,1.9915459268669264e+28,11:28:02.83,+16:40:07.7,T15t16/VLASS1.2.ql.T15t16.J112933+163000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarflsx,VLASS2.2,0.266,0.099,0.08,945.72,1.6708732776256418e+28,11:28:02.83,+16:40:07.7,T15t16/VLASS2.2.ql.T15t16.J112933+163000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarfnto,VLASS1.1v2,0.275,0.123,0.08523,-523.42,2.373029541983263e+28,14:22:02.61,+30:04:01.2,T18t20/VLASS1.1.ql.T18t20.J142155+303000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarfnto,VLASS2.1,0.247,0.122,0.08523,521.58,2.353736618877708e+28,14:22:02.61,+30:04:01.2,T18t20/VLASS2.1.ql.T18t20.J142155+303000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarfnto,VLASS3.1,0.203,0.101,0.08523,1369.58,1.948585233661053e+28,14:22:02.61,+30:04:01.2,T18t20/VLASS3.1.ql.T18t20.J142155+303000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aargqez,VLASS1.1v2,0.33,0.146,0.026,-544.45,2.4108452900335607e+27,21:10:48.67,+04:20:43.9,T12t32/VLASS1.1.ql.T12t32.J211004+043000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aargqez,VLASS2.1,0.51,0.196,0.026,477.55,3.2364772386751914e+27,21:10:48.67,+04:20:43.9,T12t32/VLASS2.1.ql.T12t32.J211004+043000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aargqez,VLASS3.1,0.499,0.157,0.026,1416.55,2.592484318734719e+27,21:10:48.67,+04:20:43.9,T12t32/VLASS3.1.ql.T12t32.J211004+043000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarhxgn,VLASS1.1v2,0.543,0.151,0.033,-580.22,4.058221513684952e+27,10:52:23.02,+72:04:50.0,T28t06/VLASS1.1.ql.T28t06.J105814+723000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarhxgn,VLASS2.1,0.59,0.183,0.033,507.78,4.9182419669162e+27,10:52:23.02,+72:04:50.0,T28t06/VLASS2.1.ql.T28t06.J105814+723000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarhxgn,VLASS3.1,0.535,0.157,0.033,1397.78,4.21947534866581e+27,10:52:23.02,+72:04:50.0,T28t06/VLASS3.1.ql.T28t06.J105814+723000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarifvr,VLASS1.1v2,0.262,0.12,0.071,-563.21,1.575662486554777e+28,13:15:46.77,+33:31:16.3,T19t17/VLASS1.1.ql.T19t17.J131413+333000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarifvr,VLASS2.1,0.305,0.129,0.071,515.79,1.6938371730463853e+28,13:15:46.77,+33:31:16.3,T19t17/VLASS2.1.ql.T19t17.J131413+333000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarifvr,VLASS3.1,0.349,0.117,0.071,1385.79,1.5362709243909075e+28,13:15:46.77,+33:31:16.3,T19t17/VLASS3.1.ql.T19t17.J131413+333000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarilal,VLASS1.2v2,0.405,0.147,0.047,22.79,8.177668320173894e+27,06:00:25.27,+53:21:38.0,T24t07/VLASS1.2.ql.T24t07.J060319+533000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarilal,VLASS2.2,0.336,0.128,0.047,900.79,7.120690782192235e+27,06:00:25.27,+53:21:38.0,T24t07/VLASS2.2.ql.T24t07.J060319+533000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarinmw,VLASS1.2v2,0.272,0.118,0.05,-38.42,7.46101156741939e+27,14:57:18.06,+11:18:26.8,T13t23/VLASS1.2.ql.T13t23.J145820+113000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarinmw,VLASS2.2,0.314,0.112,0.05,954.58,7.081638097889591e+27,14:57:18.06,+11:18:26.8,T13t23/VLASS2.2.ql.T13t23.J145820+113000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaripqw,VLASS1.2v2,0.344,0.12,0.04131,20.79,5.11515933452251e+27,10:43:32.49,+48:26:44.3,T23t11/VLASS1.2.ql.T23t11.J104450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aaripqw,VLASS2.2,0.234,0.097,0.04131,934.79,4.134753795405695e+27,10:43:32.49,+48:26:44.3,T23t11/VLASS2.2.ql.T23t11.J104450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aariwpf,VLASS1.2v2,0.348,0.146,0.072,1.68,1.974160469594959e+28,13:29:32.22,+07:00:18.3,T12t21/VLASS1.2.ql.T12t21.J133004+073000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aariwpf,VLASS2.2,0.401,0.153,0.072,930.68,2.068811998959101e+28,13:29:32.22,+07:00:18.3,T12t21/VLASS2.2.ql.T12t21.J133004+073000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarixue,VLASS1.2v2,0.671,0.294,0.07,-4.29,3.7472135447136047e+28,14:00:38.83,+15:11:36.1,T14t22/VLASS1.2.ql.T14t22.J140204+153000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarixue,VLASS2.2,0.327,0.137,0.07,893.71,1.7461505293393334e+28,14:00:38.83,+15:11:36.1,T14t22/VLASS2.2.ql.T14t22.J140204+153000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarkpif,VLASS1.1v2,0.287,0.106,0.063,-538.38,1.083742256448842e+28,14:34:48.11,+74:46:19.8,T29t06/VLASS1.1.ql.T29t06.J143948+743000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarkpif,VLASS2.1,0.417,0.147,0.063,500.62,1.5029255820564129e+28,14:34:48.11,+74:46:19.8,T29t06/VLASS2.1.ql.T29t06.J143948+743000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarkpif,VLASS3.1,0.283,0.126,0.063,1414.62,1.2882219274769256e+28,14:34:48.11,+74:46:19.8,T29t06/VLASS3.1.ql.T29t06.J143948+743000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarlefl,VLASS1.2v2,0.277,0.117,0.04346,-7.45,5.537035325925533e+27,16:01:37.59,+16:26:09.5,T15t22/VLASS1.2.ql.T15t22.J155933+163000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarlefl,VLASS2.2,0.297,0.13,0.04346,904.55,6.152261473250592e+27,16:01:37.59,+16:26:09.5,T15t22/VLASS2.2.ql.T15t22.J155933+163000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarmtgu,VLASS1.1v2,0.552,0.116,0.04185,-553.23,5.078722936550964e+27,08:06:36.87,+10:27:26.7,T13t13/VLASS1.1.ql.T13t13.J080605+103000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarmtgu,VLASS2.1,0.454,0.129,0.04185,515.77,5.647890162198917e+27,08:06:36.87,+10:27:26.7,T13t13/VLASS2.1.ql.T13t13.J080605+103000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarmtgu,VLASS3.1,0.841,0.171,0.04185,1371.77,7.48673812198461e+27,08:06:36.87,+10:27:26.7,T13t13/VLASS3.1.ql.T13t13.J080605+103000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarmznp,VLASS1.2v2,0.394,0.115,0.05123,-4.24,7.646843282275044e+27,10:42:54.61,+21:37:29.0,T16t15/VLASS1.2.ql.T16t15.J104459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarmznp,VLASS2.2,0.39,0.1,0.05123,936.76,6.649428941108735e+27,10:42:54.61,+21:37:29.0,T16t15/VLASS2.2.ql.T16t15.J104459+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarnqzw,VLASS1.2v2,0.297,0.14,0.02756,-43.3,2.603481189633236e+27,14:54:15.62,+04:47:34.7,T12t23/VLASS1.2.ql.T12t23.J145402+043000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarnqzw,VLASS2.2,0.367,0.132,0.02756,964.7,2.454710835939908e+27,14:54:15.62,+04:47:34.7,T12t23/VLASS2.2.ql.T12t23.J145402+043000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarnrbw,VLASS1.2v2,0.272,0.127,0.04181,-1.3,5.549382109265914e+27,15:07:27.26,+03:12:15.0,T11t23/VLASS1.2.ql.T11t23.J150602+033000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarnrbw,VLASS2.2,0.489,0.165,0.04181,915.7,7.209827149833669e+27,15:07:27.26,+03:12:15.0,T11t23/VLASS2.2.ql.T11t23.J150602+033000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarprog,VLASS1.2v2,0.39,0.111,0.0542,-22.48,8.296340107009858e+27,16:34:10.25,+19:38:05.2,T15t23/VLASS1.2.ql.T15t23.J163206+193000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarprog,VLASS2.2,0.341,0.106,0.0542,905.52,7.922631093180585e+27,16:34:10.25,+19:38:05.2,T15t23/VLASS2.2.ql.T15t23.J163206+193000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarqmjs,VLASS1.2v2,0.329,0.142,0.055,-7.17,1.094133010651691e+28,08:06:03.00,-06:10:10.4,T09t13/VLASS1.2.ql.T09t13.J080601-063000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarqmjs,VLASS2.2,0.502,0.144,0.055,,1.1095433347453768e+28,08:06:03.00,-06:10:10.4,T09t13/VLASS2.2.ql.T09t13.J080601-063000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarstfg,VLASS1.1v2,0.322,0.099,0.03,-579.23,2.189285270893216e+27,09:01:06.87,+52:39:03.8,T24t10/VLASS1.1.ql.T24t10.J090314+523000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarstfg,VLASS2.1,0.322,0.149,0.03,532.77,3.2949849026574654e+27,09:01:06.87,+52:39:03.8,T24t10/VLASS2.1.ql.T24t10.J090314+523000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aarstfg,VLASS3.1,0.265,0.109,0.03,1382.77,2.410425197246065e+27,09:01:06.87,+52:39:03.8,T24t10/VLASS3.1.ql.T24t10.J090314+523000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aartuev,VLASS1.2v2,0.505,0.18,0.05344,67.75,1.306480813254872e+28,13:04:25.77,-20:27:28.1,T05t20/VLASS1.2.ql.T05t20.J130324-203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aartuev,VLASS2.2,0.335,0.125,0.05344,1017.75,9.072783425381056e+27,13:04:25.77,-20:27:28.1,T05t20/VLASS2.2.ql.T05t20.J130324-203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aartuli,VLASS1.2v2,0.488,0.168,0.05,76.75,1.0622457146834388e+28,12:55:37.99,-16:45:01.0,T06t20/VLASS1.2.ql.T06t20.J125433-163000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aartuli,VLASS2.2,0.377,0.132,0.05,1016.75,8.346216329655589e+27,12:55:37.99,-16:45:01.0,T06t20/VLASS2.2.ql.T06t20.J125433-163000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aartylj,VLASS1.2v2,0.584,0.232,0.07,-0.25,2.956984838005294e+28,12:39:29.65,-14:04:38.7,T07t19/VLASS1.2.ql.T07t19.J123833-143000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aartylj,VLASS2.2,0.432,0.165,0.07,1012.75,2.103028009788248e+28,12:39:29.65,-14:04:38.7,T07t19/VLASS2.2.ql.T07t19.J123833-143000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aasfsoi,VLASS1.2v2,0.402,0.137,0.048,-31.35,7.960496253275759e+27,18:48:52.71,+21:21:19.1,T16t26/VLASS1.2.ql.T16t26.J184708+213000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aasfsoi,VLASS2.2,0.392,0.121,0.048,915.65,7.030803260192457e+27,18:48:52.71,+21:21:19.1,T16t26/VLASS2.2.ql.T16t26.J184708+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aasmkhn,VLASS1.2v2,0.442,0.166,0.1,-25.4,4.496851717448598e+28,17:18:02.93,+14:45:18.8,T14t26/VLASS1.2.ql.T14t26.J171833+143000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aasmkhn,VLASS2.2,0.2,0.084,0.1,888.6,2.2755153269017003e+28,17:18:02.93,+14:45:18.8,T14t26/VLASS2.2.ql.T14t26.J171833+143000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aassqix,VLASS1.1v2,0.341,0.138,0.05,-566.44,8.72558979918539e+27,20:11:43.98,+07:52:22.7,T12t31/VLASS1.1.ql.T12t31.J201004+073000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aassqix,VLASS2.1,0.522,0.146,0.05,479.56,9.231421091891788e+27,20:11:43.98,+07:52:22.7,T12t31/VLASS2.1.ql.T12t31.J201004+073000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF19aassqix,VLASS3.1,0.364,0.146,0.05,1378.56,9.231421091891788e+27,20:11:43.98,+07:52:22.7,T12t31/VLASS3.1.ql.T12t31.J201004+073000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
