Transient Name,Epoch,Peak Flux,RMS Flux,redshift,dt,Luminosity (erg/s/Hz),RA,Dec,Unique FITS Part
ZTF17aabtvsy,VLASS1.2v2,0.458,0.135,0.06922,-1244.52,1.6807116726768106e+28,10:35:32.09,+37:38:59.0,T20t01/VLASS1.2.ql.T20t01.J004234+373000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF17aabtvsy,VLASS2.2,0.342,0.126,0.06922,-321.52,1.56866422783169e+28,10:35:32.09,+37:38:59.0,T20t01/VLASS2.2.ql.T20t01.J004234+373000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF17aacldgo,VLASS1.1v2,0.313,0.122,0.072,-1808.4,1.6496409403464726e+28,03:09:24.35,-04:53:39.2,T09t01/VLASS1.1.ql.T09t01.J001402-043000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF17aacldgo,VLASS2.1,0.321,0.155,0.072,-788.4,2.0958552930631413e+28,03:09:24.35,-04:53:39.2,T09t01/VLASS2.1.ql.T09t01.J001402-043000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF17aacldgo,VLASS3.1,0.358,0.128,0.072,182.6,1.7307708226585942e+28,03:09:24.35,-04:53:39.2,T09t01/VLASS3.1.ql.T09t01.J001402-043000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF17aadlxmv,VLASS1.2v2,0.265,0.115,0.062,-253.35,1.1371376421635253e+28,08:29:47.59,+33:54:22.8,T19t01/VLASS1.2.ql.T19t01.J003546+333000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF17aadlxmv,VLASS2.2,0.35,0.111,0.062,688.65,1.097585028523055e+28,08:29:47.59,+33:54:22.8,T19t01/VLASS2.2.ql.T19t01.J003546+333000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaaonon,VLASS1.1v2,0.352,0.104,0.07141,-1667.2,1.382173290096067e+28,10:19:05.51,+14:24:16.6,T14t02/VLASS1.1.ql.T14t02.J004203+143000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaaonon,VLASS2.1,0.295,0.11,0.07141,-566.2,1.4619140568323783e+28,10:19:05.51,+14:24:16.6,T14t02/VLASS2.1.ql.T14t02.J004203+143000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaaonon,VLASS3.1,0.288,0.149,0.07141,273.8,1.9802290406184032e+28,10:19:05.51,+14:24:16.6,T14t02/VLASS3.1.ql.T14t02.J004203+143000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaaqexr,VLASS1.1v2,0.302,0.113,0.0702,-832.31,1.4488980031728618e+28,11:43:06.37,+15:34:01.7,T14t02/VLASS1.1.ql.T14t02.J004612+153000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaaqexr,VLASS2.1,0.35,0.135,0.0702,246.69,1.7309843400737726e+28,11:43:06.37,+15:34:01.7,T14t02/VLASS2.1.ql.T14t02.J004612+153000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaaqexr,VLASS3.1,0.409,0.138,0.0702,1074.69,1.769450658742079e+28,11:43:06.37,+15:34:01.7,T14t02/VLASS3.1.ql.T14t02.J004612+153000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aabdgik,VLASS1.1v2,0.302,0.132,0.02169,-306.5,1.507276730747629e+27,11:42:23.68,+10:15:50.7,T13t02/VLASS1.1.ql.T13t02.J004605+103000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aabdgik,VLASS2.1,0.378,0.127,0.02169,623.5,1.4501829151890066e+27,11:42:23.68,+10:15:50.7,T13t02/VLASS2.1.ql.T13t02.J004605+103000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aabdgik,VLASS3.1,0.37,0.158,0.02169,1541.5,1.804164571652465e+27,11:42:23.68,+10:15:50.7,T13t02/VLASS3.1.ql.T13t02.J004605+103000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaceepu,VLASS1.2v2,0.352,0.133,0.04077,-1198.52,5.517752918824591e+27,09:47:59.44,+34:44:30.5,T19t01/VLASS1.2.ql.T19t01.J004100+343000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaceepu,VLASS2.2,0.221,0.106,0.04077,-276.52,4.397607589439148e+27,09:47:59.44,+34:44:30.5,T19t01/VLASS2.2.ql.T19t01.J004100+343000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aadlaxo,VLASS1.2v2,0.335,0.134,0.05295,-704.26,9.541853795059438e+27,08:02:35.75,+50:55:21.1,T23t01/VLASS1.2.ql.T23t01.J003413+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aadlaxo,VLASS2.2,0.302,0.092,0.05295,279.74,6.551123501085584e+27,08:02:35.75,+50:55:21.1,T23t01/VLASS2.2.ql.T23t01.J003413+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aadxnul,VLASS1.2v2,0.438,0.136,0.064,-865.49,1.4369585614380348e+28,06:34:01.85,+43:24:32.5,T21t01/VLASS1.2.ql.T21t01.J002436+433000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aadxnul,VLASS2.2,0.278,0.12,0.064,30.51,1.26790461303356e+28,06:34:01.85,+43:24:32.5,T21t01/VLASS2.2.ql.T21t01.J002436+433000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aadzfso,VLASS1.2v2,0.315,0.131,0.05,-256.18,8.28298741806729e+27,07:07:17.67,+43:18:59.1,T21t01/VLASS1.2.ql.T21t01.J003004+433000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aadzfso,VLASS2.2,0.309,0.111,0.05,628.82,7.01840918630129e+27,07:07:17.67,+43:18:59.1,T21t01/VLASS2.2.ql.T21t01.J003004+433000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaemivw,VLASS1.2v2,1.008,0.188,0.0654,183.52,2.078289953580851e+28,10:33:42.69,+39:29:26.5,T20t01/VLASS1.2.ql.T20t01.J004344+393000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaemivw,VLASS2.2,0.639,0.141,0.0654,1106.52,1.558717465185638e+28,10:33:42.69,+39:29:26.5,T20t01/VLASS2.2.ql.T20t01.J004344+393000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaeqjmc,VLASS1.2v2,0.372,0.135,0.043,-1667.41,6.250220992472223e+27,07:41:58.63,+23:10:35.3,T16t01/VLASS1.2.ql.T16t01.J003235+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaeqjmc,VLASS2.2,0.318,0.121,0.043,-693.41,5.602049926586215e+27,07:41:58.63,+23:10:35.3,T16t01/VLASS2.2.ql.T16t01.J003235+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaermez,VLASS1.2v2,0.978,0.129,0.02284,90.77,1.636148235307983e+27,10:12:42.89,+39:22:26.0,T20t01/VLASS1.2.ql.T20t01.J003836+393000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaermez,VLASS2.2,0.737,0.161,0.02284,1045.77,2.0420144642215905e+27,10:12:42.89,+39:22:26.0,T20t01/VLASS2.2.ql.T20t01.J003836+393000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaezzww,VLASS1.2v2,0.395,0.127,0.0252,-1600.51,1.9677132273708408e+27,08:24:43.24,+22:44:53.6,T16t01/VLASS1.2.ql.T16t01.J003221+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaezzww,VLASS2.2,0.308,0.118,0.0252,-624.51,1.82826898291149e+27,08:24:43.24,+22:44:53.6,T16t01/VLASS2.2.ql.T16t01.J003221+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aafdigb,VLASS1.2v2,0.304,0.147,0.063,-1633.4,1.5029255820564129e+28,07:07:00.42,+27:04:08.2,T17t01/VLASS1.2.ql.T17t01.J002910+273000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aafdigb,VLASS2.2,0.286,0.109,0.063,-672.4,1.114414207103055e+28,07:07:00.42,+27:04:08.2,T17t01/VLASS2.2.ql.T17t01.J002910+273000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aafpfwr,VLASS1.2v2,0.545,0.173,0.078,-892.49,2.7680751222028054e+28,06:57:22.61,+21:40:15.3,T16t01/VLASS1.2.ql.T16t01.J002750+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aafpfwr,VLASS2.2,0.307,0.123,0.078,98.51,1.9680534105834976e+28,06:57:22.61,+21:40:15.3,T16t01/VLASS2.2.ql.T16t01.J002750+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aafzers,VLASS1.2v2,0.552,0.191,0.0487,-644.29,1.1435688349025195e+28,08:12:05.75,+29:24:14.2,T18t01/VLASS1.2.ql.T18t01.J003418+293000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aafzers,VLASS2.2,0.335,0.093,0.0487,316.71,5.568162389839493e+27,08:12:05.75,+29:24:14.2,T18t01/VLASS2.2.ql.T18t01.J003418+293000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aagrtxs,VLASS1.1v2,0.279,0.125,0.02966,-122.37,2.700600730624588e+27,13:14:25.45,+50:58:39.7,T23t14/VLASS1.1.ql.T23t14.J131533+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aagrtxs,VLASS2.1,0.344,0.147,0.02966,863.63,3.175906459214516e+27,13:14:25.45,+50:58:39.7,T23t14/VLASS2.1.ql.T23t14.J131533+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aagrtxs,VLASS3.1,0.321,0.11,0.02966,1780.63,2.376528642949638e+27,13:14:25.45,+50:58:39.7,T23t14/VLASS3.1.ql.T23t14.J131533+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aagstdc,VLASS1.2v2,0.265,0.13,0.03,371.64,2.8748190425870504e+27,15:50:03.55,+42:05:18.5,T21t02/VLASS1.2.ql.T21t02.J010241+423000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aagstdc,VLASS2.2,0.369,0.133,0.03,1296.64,2.9411610204929056e+27,15:50:03.55,+42:05:18.5,T21t02/VLASS2.2.ql.T21t02.J010241+423000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aagtcxj,VLASS1.2v2,0.423,0.115,0.032,400.6,2.9019787777516734e+27,16:32:11.55,+42:42:48.1,T21t02/VLASS1.2.ql.T21t02.J010804+423000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aagtcxj,VLASS2.2,0.345,0.134,0.032,1325.6,3.3814361410323847e+27,16:32:11.55,+42:42:48.1,T21t02/VLASS2.2.ql.T21t02.J010804+423000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aagtwyh,VLASS1.2v2,0.403,0.122,0.06604,-806.21,1.3764282063315095e+28,12:39:41.92,+16:32:16.5,T15t02/VLASS1.2.ql.T15t02.J005114+163000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aagtwyh,VLASS2.2,0.236,0.135,0.06604,168.79,1.5230967856947031e+28,12:39:41.92,+16:32:16.5,T15t02/VLASS2.2.ql.T15t02.J005114+163000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahatvc,VLASS1.1v2,0.313,0.118,0.0778,-942.28,1.8778677283175764e+28,15:22:04.57,+30:02:55.5,T18t21/VLASS1.1.ql.T18t21.J152047+303000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahatvc,VLASS2.1,0.313,0.118,0.0778,160.72,1.8778677283175764e+28,15:22:04.57,+30:02:55.5,T18t21/VLASS2.1.ql.T18t21.J152047+303000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahatvc,VLASS3.1,0.247,0.099,0.0778,995.72,1.575499195791865e+28,15:22:04.57,+30:02:55.5,T18t21/VLASS3.1.ql.T18t21.J152047+303000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahesrp,VLASS1.2v2,0.309,0.106,0.07,393.81,1.3510361759851775e+28,08:35:45.43,+28:16:12.9,T18t01/VLASS1.2.ql.T18t01.J003358+283000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahesrp,VLASS2.2,0.29,0.117,0.07,1336.81,1.491238043304394e+28,08:35:45.43,+28:16:12.9,T18t01/VLASS2.2.ql.T18t01.J003358+283000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahfbqp,VLASS1.2v2,0.342,0.147,0.04136,-607.48,6.281700698281949e+27,10:26:42.84,+21:43:26.1,T16t01/VLASS1.2.ql.T16t01.J004042+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahfbqp,VLASS2.2,0.3,0.118,0.04136,350.52,5.042453621750136e+27,10:26:42.84,+21:43:26.1,T16t01/VLASS2.2.ql.T16t01.J004042+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahfeiy,VLASS1.2v2,0.383,0.164,0.07124,413.79,2.168706818482737e+28,10:17:15.56,+43:31:24.1,T21t01/VLASS1.2.ql.T21t01.J004101+433000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahfeiy,VLASS2.2,0.297,0.131,0.07124,1281.79,1.732320690373406e+28,10:17:15.56,+43:31:24.1,T21t01/VLASS2.2.ql.T21t01.J004101+433000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahfgyz,VLASS1.2v2,0.242,0.103,0.012,370.78,3.5481939492343007e+26,11:41:07.98,+24:49:10.3,T17t02/VLASS1.2.ql.T17t02.J004711+243000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahfgyz,VLASS2.2,0.312,0.115,0.012,1312.78,3.9615757685625695e+26,11:41:07.98,+24:49:10.3,T17t02/VLASS2.2.ql.T17t02.J004711+243000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahfxnn,VLASS1.1v2,0.298,0.132,0.08,-93.24,2.2278310368341887e+28,11:46:11.95,+09:21:17.9,T13t02/VLASS1.1.ql.T13t02.J004604+093000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahfxnn,VLASS2.1,0.308,0.125,0.08,836.76,2.109688481850558e+28,11:46:11.95,+09:21:17.9,T13t02/VLASS2.1.ql.T13t02.J004604+093000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahfxnn,VLASS3.1,0.336,0.142,0.08,1754.76,2.396606115382233e+28,11:46:11.95,+09:21:17.9,T13t02/VLASS3.1.ql.T13t02.J004604+093000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahfzea,VLASS1.1v2,0.325,0.114,0.024,-168.24,1.5992413766276316e+27,12:05:26.66,+20:17:56.8,T16t17/VLASS1.1.ql.T16t17.J120623+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahfzea,VLASS2.1,0.34,0.148,0.024,853.76,2.076208102990258e+27,12:05:26.66,+20:17:56.8,T16t17/VLASS2.1.ql.T16t17.J120623+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahfzea,VLASS3.1,0.306,0.121,0.024,1766.76,1.697440408525819e+27,12:05:26.66,+20:17:56.8,T16t17/VLASS3.1.ql.T16t17.J120623+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahheaj,VLASS1.2v2,0.303,0.127,0.048,370.67,7.379438132598693e+27,13:00:26.51,+18:37:09.7,T15t02/VLASS1.2.ql.T15t02.J005118+183000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahheaj,VLASS2.2,0.353,0.138,0.048,1320.67,8.018602065343464e+27,13:00:26.51,+18:37:09.7,T15t02/VLASS2.2.ql.T15t02.J005118+183000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahhenr,VLASS1.1v2,0.298,0.131,0.08,-187.33,2.2109535289793848e+28,13:49:27.16,+26:27:43.5,T17t19/VLASS1.1.ql.T17t19.J135001+263000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahhenr,VLASS2.1,0.369,0.14,0.08,883.67,2.362851099672625e+28,13:49:27.16,+26:27:43.5,T17t19/VLASS2.1.ql.T17t19.J135001+263000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahhenr,VLASS3.1,0.269,0.101,0.08,1789.67,1.7046282933352504e+28,13:49:27.16,+26:27:43.5,T17t19/VLASS3.1.ql.T17t19.J135001+263000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahjafd,VLASS1.1v2,0.287,0.1,0.0359,-195.24,3.194144451118964e+27,13:13:05.86,+23:27:33.6,T16t18/VLASS1.1.ql.T16t18.J131314+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahjafd,VLASS2.1,0.426,0.135,0.0359,828.76,4.3120950090106006e+27,13:13:05.86,+23:27:33.6,T16t18/VLASS2.1.ql.T16t18.J131314+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahjafd,VLASS3.1,0.301,0.105,0.0359,1750.76,3.353851673674912e+27,13:13:05.86,+23:27:33.6,T16t18/VLASS3.1.ql.T16t18.J131314+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahptcq,VLASS1.2v2,0.258,0.114,0.0635,423.8,1.1849352727693206e+28,10:49:16.33,+26:22:23.1,T17t01/VLASS1.2.ql.T17t01.J004216+263000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahptcq,VLASS2.2,0.318,0.129,0.0635,1279.8,1.3408478086600208e+28,10:49:16.33,+26:22:23.1,T17t01/VLASS2.2.ql.T17t01.J004216+263000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahqmsr,VLASS1.2v2,0.621,0.281,0.085,420.79,5.390413222416326e+28,10:38:35.91,+35:58:16.2,T19t01/VLASS1.2.ql.T19t01.J004130+353000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahqmsr,VLASS2.2,0.423,0.182,0.085,1334.79,3.4912996671877976e+28,10:38:35.91,+35:58:16.2,T19t01/VLASS2.2.ql.T19t01.J004130+353000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahshhp,VLASS1.1v2,0.21,0.096,0.05959,-818.42,8.739423215979464e+27,12:40:49.38,+25:45:01.4,T17t17/VLASS1.1.ql.T17t17.J124155+253000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahshhp,VLASS2.1,0.325,0.139,0.05959,198.58,1.2653956531470267e+28,12:40:49.38,+25:45:01.4,T17t17/VLASS2.1.ql.T17t17.J124155+253000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahshhp,VLASS3.1,0.395,0.133,0.05959,1087.58,1.210774258047155e+28,12:40:49.38,+25:45:01.4,T17t17/VLASS3.1.ql.T17t17.J124155+253000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahtjsc,VLASS1.2v2,0.368,0.124,0.0529,363.8,8.812482589511722e+27,11:16:49.23,+46:54:39.6,T22t01/VLASS1.2.ql.T22t01.J004311+463000.10.2048.v3.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahtjsc,VLASS2.2,0.378,0.115,0.0529,1307.8,8.172866917692322e+27,11:16:49.23,+46:54:39.6,T22t01/VLASS2.2.ql.T22t01.J004311+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahvkwq,VLASS1.1v2,0.252,0.108,0.026,-520.25,1.7833650090659215e+27,12:58:18.24,+29:07:43.4,T18t18/VLASS1.1.ql.T18t18.J125626+293000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahvkwq,VLASS2.1,0.312,0.116,0.026,528.75,1.9154661208485825e+27,12:58:18.24,+29:07:43.4,T18t18/VLASS2.1.ql.T18t18.J125626+293000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahvkwq,VLASS3.1,0.277,0.1,0.026,1359.75,1.6512638972832608e+27,12:58:18.24,+29:07:43.4,T18t18/VLASS3.1.ql.T18t18.J125626+293000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahvndq,VLASS1.1v2,0.525,0.126,0.01537,-896.29,7.15689337376453e+26,13:14:53.44,+27:00:31.1,T17t18/VLASS1.1.ql.T17t18.J131410+273000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahvndq,VLASS2.1,0.427,0.143,0.01537,120.71,8.122505971812124e+26,13:14:53.44,+27:00:31.1,T17t18/VLASS2.1.ql.T17t18.J131410+273000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahvndq,VLASS3.1,0.266,0.119,0.01537,995.71,6.759288186333168e+26,13:14:53.44,+27:00:31.1,T17t18/VLASS3.1.ql.T17t18.J131410+273000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahvpcy,VLASS1.1v2,0.302,0.119,0.0607,-1599.39,1.1258108883701434e+28,13:53:36.01,+37:44:08.2,T20t18/VLASS1.1.ql.T20t18.J135331+373000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahvpcy,VLASS2.1,0.333,0.132,0.0607,-531.39,1.248798632477806e+28,13:53:36.01,+37:44:08.2,T20t18/VLASS2.1.ql.T20t18.J135331+373000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahvpcy,VLASS3.1,0.344,0.142,0.0607,374.61,1.3434045894837002e+28,13:53:36.01,+37:44:08.2,T20t18/VLASS3.1.ql.T20t18.J135331+373000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahwhbk,VLASS1.1v2,0.346,0.089,0.0449,-169.2,4.504979134021496e+27,13:21:07.62,+48:41:51.8,T23t14/VLASS1.1.ql.T23t14.J132055+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahwhbk,VLASS2.1,0.398,0.139,0.0449,816.8,7.035866287966159e+27,13:21:07.62,+48:41:51.8,T23t14/VLASS2.1.ql.T23t14.J132055+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aahwhbk,VLASS3.1,0.263,0.096,0.0449,1733.8,4.859303335573749e+27,13:21:07.62,+48:41:51.8,T23t14/VLASS3.1.ql.T23t14.J132055+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaiiigm,VLASS1.2v2,0.318,0.102,0.0782,48.51,1.6408730180329138e+28,14:21:54.99,+44:21:57.1,T22t01/VLASS1.2.ql.T22t01.J005748+443000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaiiigm,VLASS2.2,0.334,0.113,0.0782,1033.51,1.8178299121345024e+28,14:21:54.99,+44:21:57.1,T22t01/VLASS2.2.ql.T22t01.J005748+443000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aailmnv,VLASS1.1v2,0.322,0.118,0.08,-228.22,1.9915459268669264e+28,14:16:48.49,+58:29:07.4,T25t01/VLASS1.1.ql.T25t01.J005636+583000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aailmnv,VLASS2.1,0.467,0.14,0.08,752.78,2.362851099672625e+28,14:16:48.49,+58:29:07.4,T25t01/VLASS2.1.ql.T25t01.J005636+583000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aailmnv,VLASS3.1,0.265,0.109,0.08,1673.78,1.8396483561736864e+28,14:16:48.49,+58:29:07.4,T25t01/VLASS3.1.ql.T25t01.J005636+583000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aairuad,VLASS1.1v2,0.282,0.12,0.064,-135.21,1.26790461303356e+28,11:51:45.53,+57:47:58.1,T25t01/VLASS1.1.ql.T25t01.J004744+573000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aairuad,VLASS2.1,0.367,0.13,0.064,864.79,1.3735633307863566e+28,11:51:45.53,+57:47:58.1,T25t01/VLASS2.1.ql.T25t01.J004744+573000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aairuad,VLASS3.1,0.382,0.13,0.064,1783.79,1.3735633307863566e+28,11:51:45.53,+57:47:58.1,T25t09/VLASS3.1.ql.T25t09.J114946+573000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaisqmw,VLASS1.1v2,0.772,0.156,0.0527,-1173.55,1.0999878745445978e+28,11:45:25.80,+55:31:37.0,T24t12/VLASS1.1.ql.T24t12.J114519+553000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaisqmw,VLASS2.1,0.732,0.187,0.0527,-129.55,1.3185752085887163e+28,11:45:25.80,+55:31:37.0,T24t12/VLASS2.1.ql.T24t12.J114519+553000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaisqmw,VLASS3.1,0.596,0.127,0.0527,791.45,8.955029491484867e+27,11:45:25.80,+55:31:37.0,T24t12/VLASS3.1.ql.T24t12.J114519+553000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaisuxz,VLASS1.2v2,0.598,0.226,0.0556,-1265.52,1.7810765903301983e+28,11:14:09.11,+29:37:30.1,T18t15/VLASS1.2.ql.T18t15.J111304+293000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaisuxz,VLASS2.2,0.332,0.12,0.0556,-304.52,9.45704384246123e+27,11:14:09.11,+29:37:30.1,T18t15/VLASS2.2.ql.T18t15.J111304+293000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaivnak,VLASS1.1v2,1.669,0.177,0.083,-2040.29,3.2287176626449065e+28,14:41:05.77,+30:02:08.4,T18t20/VLASS1.1.ql.T18t20.J144024+303000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaivnak,VLASS2.1,2.267,0.267,0.083,-995.29,4.870438508057571e+28,14:41:05.77,+30:02:08.4,T18t20/VLASS2.1.ql.T18t20.J144024+303000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaivnak,VLASS3.1,2.039,0.261,0.083,-147.29,4.760990451696728e+28,14:41:05.77,+30:02:08.4,T18t20/VLASS3.1.ql.T18t20.J144024+303000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaiwewk,VLASS1.1v2,0.393,0.125,0.087,-1548.53,2.51883832650408e+28,13:06:34.46,+54:57:45.7,T24t14/VLASS1.1.ql.T24t14.J130324+543000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits
ZTF18aaiwewk,VLASS2.1,0.437,0.15,0.087,-561.53,3.022605991804896e+28,13:06:34.46,+54:57:45.7,T24t14/VLASS2.1.ql.T24t14.J130324+543000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits
